Source,Subtopic1,Subtopic2,WordType,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example,Present,PresentTranslation,PresentExample,PresentExampleTranslation,Preteritum,PreteritumTranslation,PreteritumExample,PreteritumExampleTranslation,Supinium,SupiniumTranslation,SupiniumExample,SupiniumExampleTranslation,ID,SwedishNote,PresentNote,PreteritumNote,SupiniumNote
Kelly List,Set 01,0651 to 0700,Verb,Att Ingå,Momsen kommer att ingå i priset.,"include, contain, comprise",Tax will be included in the price.,"incluir, contener, incorporar",El impuesto estará incluido en el precio.,"شامل شدن, دربرگرفتن, حاوی بودن",مالیات در قیمت لحاظ خواهد شد.,"περιλαμβάνω, εμπεριέχω, συνιστώ",Ο φόρος θα περιλαμβάνεται στην τιμή.,"входити, включати, містити",Податок буде включений у вартість.,"входить, включать, содержать",Налог будет включен в стоимость.,"शामिल होना, सम्मिलित करना, अंतर्विष्ट करना",टैक्स कीमत में शामिल होगा।,"অন্তর্ভুক্ত করা, থাকা, গঠিত হওয়া",ট্যাক্স মূল্যের অন্তর্ভুক্ত হবে।,"përfshij, përmbaj, bëj pjesë",Taksa do të përfshihet në çmim.,"dahil olmak, içermek, kapsamak",Vergi fiyata dahil edilecek.,"termasuk, mengandungi, meliputi",Cukai akan termasuk dalam harga.,"isama, kabilang, maglaman",Kasama ang buwis sa presyo.,Ingår,Include,Frukosten ingår i hotellpriset.,Breakfast is included in the hotel price.,Ingick,Included,En liten efterrätt ingick i måltiden.,A small dessert was included in the meal.,Ingått,Included,Många nya regler har ingått i avtalet.,Many new rules have been included in the agreement.,14469,"GROUP: 4 # FORM: Infinitiv # FREQ: 9 # NUANCE: Refers to being a part of a whole or being included in a set or price. Often used in legal or official contexts. # PART: Ingå i # COLL: Ingå i priset, ingå ett avtal, ingå äktenskap # REG: Allmän till formell # REFL: Nej # ERR: Students often use med instead of i or treat it as a regular verb "," GROUP: 4 # FORM: Presens # FREQ: 9 # NUANCE: Describes a current state of inclusion or membership. # PART: Ingår i # COLL: Frukost ingår, ingår i gruppen # REG: Allmän # REFL: Nej # ERR: Misspelling the present form or confusing it with group 1 or 2 endings "," GROUP: 4 # FORM: Preteritum # FREQ: 8 # NUANCE: Indicates that something was included in a past event or transaction. # PART: Ingick i # COLL: Ingick i paketet, ingick i överenskommelsen # REG: Allmän # REFL: Nej # ERR: Using the incorrect strong verb vowel change or applying group 1 endings like ingådde "," GROUP: 4 # FORM: Supinium # FREQ: 8 # NUANCE: Used to express that inclusion has been completed or has existed over time. # PART: Ingått i # COLL: Har ingått i kontraktet, har ingått förbund # REG: Formell till allmän # REFL: Nej # ERR: Confusing the supinum form with the past participle or using the wrong vowel change"
Kelly List,Set 01,0651 to 0700,Noun,En Kung,Han är en kung i sitt eget land.,"king, monarch, ruler",He is a king in his own country.,"rey, monarca, soberano",Él es un rey en su propio país.,"پادشاه, ملک, سلطان",او در کشور خودش یک پادشاه است.,"βασιλιάς, μονάρχης, ηγεμόνας",Είναι βασιλιάς στη δική του χώρα.,"король, монарх, цар",Він король у власній країні.,"король, монарх, государь",Он король в своей собственной стране.,"राजा, सम्राट, नरेश",वह अपने देश का राजा है।,"রাজা, সম্রাট, নৃপতি",তিনি নিজের দেশের একজন রাজা।,"mbret, monark, sundimtar",Ai është një mbret në vendin e tij.,"kral, hükümdar, monark",O kendi ülkesinde bir kraldır.,"raja, baginda, sultan",Dia adalah seorang raja di negaranya sendiri.,"hari, monarka, pinuno",Siya ay isang hari sa kanyang sariling bayan.,,,,,,,,,,,,,14444,"GROUP: N/A # FORM: 5 # FREQ: 8 # NUANCE: Refers to a male monarch or a person who is preeminent in a particular field. It is a common noun but often capitalized when referring to a specific monarch like Carl XVI Gustaf. # PART: N/A # COLL: Kungens kurva, kung Carl Gustaf, kungen av pop, en sann kung # REG: General and formal # REFL: N/A # ERR: Students may forget the irregular plural 'kungar' or confuse the word with 'konung' which is a more archaic and formal version of the same title. At B1/B2 level students should recognize that 'kung' is the standard modern term.",,,
Kelly List,Set 01,0651 to 0700,Verb,Att bestå,Maten består av fisk och potatis.,"consist, comprise, be composed of",The meal consists of fish and potatoes.,"consistir, componerse, constar",La comida consiste en pescado y patatas.,"شامل شدن, عبارت بودن از, متشکل بودن",غذا شامل ماهی و سیب‌زمینی است.,"αποτελούμαι, συνίσταμαι, περιλαμβάνω",Το γεύμα αποτελείται από ψάρι και πατάτες.,"складатися, містити, налічувати",Страва складається з риби та картоплі.,"состоять, заключаться, складываться",Блюдо состоит из рыбы и картофеля.,"शामिल होना, बना होना, होना",भोजन में मछली और आलू शामिल हैं।,"গঠিত হওয়া, থাকা, অন্তর্ভুক্ত হওয়া",খাবারে মাছ ও আলু আছে।,"përbëhem, konsistoj, përmbaj",Ushqimi përbëhet nga peshku dhe patatet.,"oluşmak, ibaret olmak, meydana gelmek",Yemek balık ve patatesten oluşuyor.,"terdiri, mengandungi, merangkumi",Hidangan itu terdiri daripada ikan dan kentang.,"binubuo, binabalangkas, naglalaman",Ang pagkain ay binubuo ng isda at patatas.,består,consist/consists,Gruppen består av tio personer.,The group consists of ten people.,bestod,consisted,Provet bestod av tre delar.,The test consisted of three parts.,bestått,consisted,Laget har bestått av samma spelare i två år.,The team has consisted of the same players for two years.,14417,"GROUP: 4 # FORM: 6 # FREQ: 7 # NUANCE: Denotes being composed of specific parts or enduring over time. In this context it means to consist of. # PART: bestå av # COLL: bestå av delar, bestå provet, låta bestå # REG: Neutral to formal # REFL: Nej # ERR: Learners often forget the preposition av when meaning consist of ", GROUP: 4 # FORM: 6 # FREQ: 7 # NUANCE: Present tense indicating a current state of composition or existence. # PART: består av # COLL: består huvudsakligen av # REG: Neutral to formal # REFL: Nej # ERR: Misspelling as beståar or confusing with the verb fattas , GROUP: 4 # FORM: 6 # FREQ: 6 # NUANCE: Past tense indicating what something was composed of or a status that was maintained. # PART: bestod av # COLL: bestod av flera element # REG: Neutral to formal # REFL: Nej # ERR: Using the weak conjugation bestådde instead of the irregular strong form bestod , GROUP: 4 # FORM: 6 # FREQ: 6 # NUANCE: Perfect form used with auxiliary verbs to describe a state that has been maintained. # PART: bestått av # COLL: har bestått länge # REG: Neutral to formal # REFL: Nej # ERR: Confusing bestått with the verb stått (stood) or forgetting the double t at the end
Kelly List,Set 01,0651 to 0700,Verb,Att Konstatera,Han kunde bara konstatera att tåget redan hade gått.,"state, establish, note",He could only state that the train had already left.,"constatar, afirmar, establecer",Él solo pudo constatar que el tren ya se había ido.,"اظهار کردن, مشاهده کردن, تصدیق کردن",او فقط توانست اظهار کند که قطار قبلاً رفته است.,"διαπιστώνω, βεβαιώνω, παρατηρώ",Μπόρεσε μόνο να διαπιστώσει ότι το τρένο είχε ήδη φύγει.,"констатувати, зазначати, встановлювати","Він зміг лише констатувати, що потяг уже поїхав.","констатировать, отмечать, устанавливать","Он мог только констатировать, что поезд уже ушел.","पुष्टि करना, बयान करना, नोट करना",वह केवल यह पुष्टि कर सका कि ट्रेन पहले ही जा चुकी थी।,"নিশ্চিত করা, উল্লেখ করা, দেখা",তিনি কেবল এটিই নিশ্চিত করতে পেরেছিলেন যে ট্রেনটি আগেই ছেড়ে চলে গেছে।,"konstatoj, vërej, pohoj",Ai vetëm mund të konstatonte se treni tashmë ishte larguar.,"tespit etmek, belirtmek, saptamak",Sadece trenin çoktan kalkmış olduğunu tespit edebildi.,"menyatakan, mengesahkan, memerhatikan",Dia hanya dapat menyatakan bahawa kereta api itu sudah pun bertolak.,"mapatunayan, maitala, masabi",Napatunayan lang niya na nakaalis na ang tren.,Konstaterar,State,Läkaren konstaterar att patienten är frisk.,The doctor states that the patient is healthy.,Konstaterade,Stated,Han konstaterade att felet var åtgärdat.,He noted that the error had been fixed.,Konstaterat,Stated,Vi har konstaterat att planen fungerar.,We have established that the plan works.,14411,"GROUP: 1 # FORM: Konstatera # FREQ: 7 # NUANCE: Denotes the act of stating or establishing a fact based on observation or evidence. It implies a neutral and objective realization. # PART: N/A # COLL: Konstatera ett faktum, konstatera att, torrt konstatera # REG: Formal and professional # REFL: Non-reflexive # ERR: Students may confuse it with 'bekräfta' (confirm) but 'konstatera' is more about noting a reality than validating a request. "," GROUP: 1 # FORM: Konstaterar # FREQ: 7 # NUANCE: The present tense indicates a current observation or a general truth being established by an authority or observer. # PART: N/A # COLL: Läkaren konstaterar, man konstaterar härmed # REG: Formal and objective # REFL: Non-reflexive # ERR: Mixing up the -ar ending with -er as seen in Group 2 verbs. "," GROUP: 1 # FORM: Konstaterade # FREQ: 7 # NUANCE: The past tense describes a completed observation where a fact was noted at a specific time in the past. # PART: N/A # COLL: Han konstaterade kallt, polisen konstaterade # REG: Narrative and report-style # REFL: Non-reflexive # ERR: Using the preteritum instead of the supinum in perfect tenses. "," GROUP: 1 # FORM: Konstaterat # FREQ: 7 # NUANCE: The supinum form used with 'har' or 'hade' to indicate that a fact has been established and remains relevant. # PART: N/A # COLL: Har konstaterat brister, efter att ha konstaterat # REG: Formal and analytical # REFL: Non-reflexive # ERR: Forgetting the helping verb 'har' in subordinate clauses or using the past participle 'konstaterad' instead."
Kelly List,Set 01,0651 to 0700,Adverb,Dit,Vi ska åka dit imorgon.,"there, thither, that way",We are going there tomorrow.,"allí, allá, hacia allá",Iremos allí mañana.,"آنجا, به آن سو, بدانجا",ما فردا به آنجا خواهیم رفت.,"εκεί, προς τα εκεί, κατά εκεί",Θα πάμε εκεί αύριο.,"туди, в той бік, тудою",Ми поїдеμο туди завтра.,"туда, в ту сторону, в том направлении",Мы поедем туда завтра.,"वहाँ, उधर, उस ओर",हम कल वहाँ जा रहे हैं।,"সেখানে, ওই দিকে, ওই স্থানে",আমরা আগামীকাল সেখানে যাচ্ছি।,"atje, tek ai vend, asaj ane",Ne do të shkojmë atje nesër.,"oraya, o tarafa, o yöne",Yarın oraya gideceğiz.,"sana, ke sana, ke arah itu",Kami akan ke sana esok.,"doon, papunta roon, sa dako roon",Pupunta kami roon bukas.,,,,,,,,,,,,,14397,"GROUP: N/A # FORM: Adverb # FREQ: 9 # NUANCE: Indicates movement toward a specific destination or location mentioned previously or understood from context. It is the directional counterpart to the positional 'där' (there). # PART: N/A # COLL: Hit och dit, dit vi ska, ända dit, ditåt # REG: General and informal # REFL: N/A # ERR: Learners often confuse 'dit' (movement) with 'där' (static location). They might say 'jag går där' when they mean 'jag går dit'. Some also struggle with its use as a relative adverb to start sub-clauses.",,,
Kelly List,Set 01,0651 to 0700,Adverb,Klart,Det är inte helt klart vad som hände.,"clearly, plain, obvious",It is not entirely clear what happened.,"claro, evidente, patente",No está del todo claro qué pasó.,"روشن, واضح, مشخص",اصلاً مشخص نیست چه اتفاقی افتاده است.,"ξεκάθαρα, σαφώς, φανερά",Δεν είναι απολύτως σαφές τι συνέβη.,"ясно, зрозуміло, очевидно","Не зовсім зрозуміло, що сталося.","ясно, понятно, очевидно","Не совсем ясно, что произошло.","स्पष्ट, साफ़, ज़ाहिर",यह पूरी तरह से स्पष्ट नहीं है कि क्या हुआ।,"স্পষ্টভাবে, পরিষ্কারভাবে, নিশ্চিতভাবে",ঠিক কী ঘটেছে তা পুরোপুরি পরিষ্কার নয়।,"qartë, pastër, hapur",Nuk është plotësisht e qartë se çfarë ndodhi.,"açıkça, belli, net",Ne olduğu tam olarak belli değil.,"jelas, nyata, terang",Tidak begitu jelas apa yang telah berlaku.,"malinaw, hayag, tumpak",Hindi lubos na malinaw kung ano ang nangyari.,,,,,,,,,,,,,14390,"GROUP: N/A # FORM: 4 # FREQ: 10 # NUANCE: Denotes something that is easy to understand, evident, or finished. In the context of the example, it refers to something being understandable or certain. It can also function as an adjective or an interjection meaning of course. # PART: Klart för (ready for), Klart som korvspad (crystal clear) # COLL: Helt klart, stå klart, göra klart, klart och tydligt # REG: Neutral to informal in daily speech, but also used in formal reports to indicate certainty # REFL: N/A # ERR: Learners often confuse it with ""rent"" (clean) or ""tydligt"" (clear/distinct). Some students might use it as a verb instead of ""avsluta"" when they mean to finish something.",,,
Kelly List,Set 01,0651 to 0700,Verb,Att Styra,Kaptenen försöker styra fartyget genom den hårda stormen.,"control, steer, guide",The captain is trying to steer the ship through the heavy storm.,"controlar, dirigir, guiar",El capitán intenta dirigir el barco a través de la fuerte tormenta.,"کنترل کردن, هدایت کردن, راندن",کاپیتان سعی می‌کند کشتی را در میان طوفان شدید هدایت کند.,"ελέγχω, κατευθύνω, οδηγώ",Ο καπετάνιος προσπαθεί να κατευθύνει το πλοίο μέσα από τη σφοδρή καταιγίδα.,"керувати, спрямовувати, вести",Капітан намагається керувати судном під час сильного шторму.,"управлять, руководить, направлять",Капитан пытается управлять судном во время сильного шторма.,"नियंत्रित करना, संचालित करना, चलाना",कप्तान भारी तूफान में जहाज को चलाने की कोशिश कर रहा है।,"নিয়ন্ত্রণ করা, পরিচালনা করা, চালানো",ক্যাপ্টেন প্রবল ঝড়ের মধ্য দিয়ে জাহাজটি চালানোর চেষ্টা করছেন।,"drejtoj, kontrolloj, udhëheq",Kapiteni përpiqet të drejtojë anijen përmes stuhisë së fortë.,"yönetmek, yönlendirmek, idare etmek","Kaptan, gemiyi şiddetli fırtınada yönlendirmeye çalışıyor.","mengawal, mengemudi, memandu",Kapten cuba mengemudi kapal itu melalui ribut yang kencang.,"kontrolin, pamunuan, idirekta",Sinusubukan ng kapitan na idirekta ang barko sa gitna ng malakas na bagyo.,Styr,"Control, Steer",Han styr företaget med säker hand.,He runs the company with a steady hand.,Styrde,"Controlled, Steered",Hon styrde bilen försiktigt på den isiga vägen.,She steered the car carefully on the icy road.,Styrt,"Controlled, Steered",De har styrt landet i över tio år.,They have governed the country for over ten years.,14387,"GROUP: 2a # FORM: Infinitiv # FREQ: 8 # NUANCE: Denotes the act of directing a vehicle, an organization, or a process. It implies exercising control or influence over a direction or outcome. # PART: Styra upp (organize/fix) # COLL: Styra ett fartyg, styra ett land, styra kosan mot # REG: General to formal # REFL: Nej # ERR: Students may confuse it with 'kontrollera' which often means to check or verify in Swedish rather than to guide. ", GROUP: 2a # FORM: Presens # FREQ: 8 # NUANCE: Describes a current or habitual action of leading or steering. # PART: Styr upp # COLL: Styr och ställer # REG: General # REFL: Nej # ERR: Mixing up the conjugation with Group 1 verbs. , GROUP: 2a # FORM: Preteritum # FREQ: 7 # NUANCE: Refers to a completed past action of steering or governing. # PART: Styrde upp # COLL: Styrde bilen # REG: General # REFL: Nej # ERR: Misspelling the ending as -ade. , GROUP: 2a # FORM: Supinum # FREQ: 7 # NUANCE: Used with 'har' or 'hade' to indicate a finished state of having directed or controlled. # PART: Styrt upp # COLL: Har styrt landet # REG: General # REFL: Nej # ERR: Forgetting that the 'd' disappears in the supinum form for group 2a verbs ending in 'r'.
Kelly List,Set 01,0651 to 0700,Verb,Att förlora,Han är rädd för att förlora matchen.,"lose, misplace, drop",He is afraid of losing the match.,"perder, extraviar, malograr",Él tiene miedo de perder el partido.,"گم کردن, باختن, از دست دادن",او می‌ترسد که مسابقه را ببازد.,"χάνω, παρατώ, ξεχνώ",Φοβάται μήπως χάσει τον αγώνα.,"втрачати, губити, програвати",Він боїться програти матч.,"терять, лишаться, проигрывать",Он боится проиграть матч.,"खोने, हारना, गँवाना",उसे मैच हारने का डर है।,"হারানো, হার মানা, খোয়ানো",সে ম্যাচটি হারার ভয় পাচ্ছে।,"humb, dështoj, zhduk",Ai ka frikë se mos humbet ndeshjen.,"kaybetmek, yitirmek, yenilmek",Maçı kaybetmekten korkuyor.,"kehilangan, kalah, lesap",Dia takut kalah dalam perlawanan itu.,"mawala, matalo, maligaw",Natatakot siyang matalo sa laban.,Förlorar,Lose,Hon förlorar ofta sina nycklar.,She often loses her keys.,Förlorade,Lost,Laget förlorade gårdagens match.,The team lost yesterday's match.,Förlorat,Lost,Jag har aldrig förlorat mitt hopp.,I have never lost my hope.,14386,"GROUP: 1 # FORM: Infinitiv # FREQ: 9 # NUANCE: Primary verb for losing something physical (keys) or abstract (hope) or losing a competition. Can also imply being deprived of something. # PART: Förlora bort (misplace) # COLL: Förlora matchen, förlora hoppet, förlora kontrollen, förlora pengar # REG: Universal usage from casual to formal # REFL: N/A # ERR: Students may confuse it with 'tappa' which is specifically for dropping or losing items momentarily. "," GROUP: 1 # FORM: Presens # FREQ: 9 # NUANCE: Indicates an ongoing action or a habitual tendency to lose things or games. # PART: N/A # COLL: Förlorar ofta, förlorar sällan, förlorar ansiktet # REG: General # REFL: N/A # ERR: Using the English-influenced 'losar' instead of 'förlorar'. "," GROUP: 1 # FORM: Preteritum # FREQ: 9 # NUANCE: Used for a completed action of losing in the past. # PART: N/A # COLL: Förlorade matchen igår, förlorade stort, förlorade jobbet # REG: General # REFL: N/A # ERR: Forgetting the '-de' ending and using group 4 strong verb patterns incorrectly. "," GROUP: 1 # FORM: Supinum # FREQ: 8 # NUANCE: Used with 'har' or 'hade' to indicate a state of having lost something. # PART: N/A # COLL: Har förlorat allt, har förlorat kontakten # REG: General # REFL: N/A # ERR: Confusion between the preteritum 'förlorade' and supinum 'förlorat'."
Kelly List,Set 01,0651 to 0700,Adjective,Vit,Han har på sig en vit skjorta idag.,"white, snowy, pale",He is wearing a white shirt today.,"blanco, níveo, claro",Él lleva una camisa blanca hoy.,"سفید, بی رنگ, روشن",او امروز یک پیراهن سفید پوشیده است.,"λευκός, άσπρος, φωτεινός",Φοράει ένα λευκό πουκάμισο σήμερα.,"білий, світлий, блідий",На ньому сьогодні біла сорочка.,"белый, светлый, бледный",На нем сегодня белая рубашка.,"सफेद, श्वेत, उजला",उसने आज सफेद कमीज पहनी है।,"সাদা, ধবল, শ্বেত",সে আজ একটি সাদা শার্ট পরেছে।,"i bardhë, i ndritshëm, i zbehtë",Ai ka veshur një këmishë të bardhë sot.,"beyaz, ak, pak",Bugün beyaz bir gömlek giyiyor.,"putih, bersih, cerah",Dia memakai kemeja putih hari ini.,"puti, maputi, busilak",Naka-suot siya ng puting polo ngayon.,,,,,,,,,,,,,14381,"GROUP: N/A # FORM: Grundform # FREQ: 10 # NUANCE: Primary color adjective denoting white. It can also describe being pale or signify something snowy or clean. # PART: N/A # COLL: Vit som en snö, vita lögner, vit vecka, svart på vitt # REG: Universal register from informal to formal # REFL: N/A # ERR: Students often forget to decline the adjective for gender and number such as using vit instead of vitt for neuter words or vita for plural and definite forms.",,,
Kelly List,Set 01,0651 to 0700,Noun,En Klocka,Hon tittade på sin klocka för att se vad den var.,"clock, watch, timepiece",She looked at her watch to see what time it was.,"reloj, cronómetro, horologio",Ella miró su reloj para ver qué hora era.,"ساعت, مچی, زمان‌سنج",او به ساعتش نگاه کرد تا ببیند ساعت چند است.,"ρολόι, ωρολόγιο, χρονόμετρο",Κοίταξε το ρολόι της για να δει τι ώρα ήταν.,"годинник, наручний годинник, хронометр","Вона подивилася на свій годинник, щоб подивитися, котра година.","часы, наручные часы, хронометр","Она посмотрела на свои часы, чтобы узнать время.","घड़ी, समय-सूचक, दीवार घड़ी",उसने समय देखने के लिए अपनी घड़ी की ओर देखा।,"ঘড়ি, সময়মাপক, দেয়াল ঘড়ি",সে সময় দেখার জন্য তার ঘড়ির দিকে তাকাল।,"ora, sahati, koha",Ajo shikoi orën e saj për të parë sa ishte ora.,"saat, kol saati, duvar saati",Saat kaç diye saatine baktı.,"jam, jam tangan, penunjuk masa",Dia melihat jam tangannya untuk melihat pukul berapa sekarang.,"relo, orasan, kronometro",Tiningnan niya ang kanyang relo para malaman kung anong oras na.,,,,,,,,,,,,,14360,"GROUP: N/A # FORM: Grundform # FREQ: 10 # NUANCE: Refers to both a wall clock and a wristwatch. It can also refer to the bell of a church or the physical object used to tell time. # PART: N/A # COLL: Vad är klockan, Titta på klockan, Klockan slår, Armbandsur # REG: General and Neutral # REFL: N/A # ERR: Learners often confuse klocka with timme when referring to duration. Klocka is the instrument or the point in time whereas timme is the unit of measure. Many also forget that it is a common gender noun (en klocka).",,,
Kelly List,Set 01,0651 to 0700,Verb,Att Påstå,Han vågar påstå att han har rätt.,"claim, assert, maintain",He dares to claim that he is right.,"afirmar, asegurar, sostener",Él se atreve a afirmar que tiene razón.,"ادعا کردن, اظهار داشتن, بیان کردن",او جرأت می‌کند ادعا کند که حق با اوست.,"ισχυρίζομαι, διατείνομαι, φάσκω",Τολμά να ισχυριστεί ότι έχει δίκιο.,"стверджувати, заявляти, запевняти","Він наважується стверджувати, що він правий.","утверждать, заявлять, уверять","Он осмеливается утверждать, что он прав.","दावा करना, कहना, प्रतिपादित करना",वह दावा करने का साहस करता है कि वह सही है।,"দাবি করা, বলা, ঘোষণা করা",তিনি দাবি করার সাহস করেন যে তিনি ঠিক।,"pretendoj, pohoj, deklaroj",Ai guxon të pretendojë se ka të drejtë.,"iddia etmek, ileri sürmek, söylemek",Haklı olduğunu iddia etmeye cüret ediyor.,"mendakwa, menegaskan, menyatakan",Dia berani mendakwa bahawa dia betul.,"pumirma, igiit, ipahayag",Naglakas-loob siyang magpahayag na tama siya.,Påstår,Claims,Han påstår alltid att han vet bäst.,He always claims that he knows best.,Påstod,Claimed,De påstod att de inte hade sett något.,They claimed that they hadn't seen anything.,Påstått,Claimed,Han har påstått detta många gånger.,He has claimed this many times.,14336,"GROUP: 4 # FORM: Påstå # FREQ: 7 # NUANCE: Means to claim or assert something that may or may not be true often implying a subjective opinion or a statement lacking immediate proof # PART: N/A # COLL: Våga påstå, påstå motsatsen, ha mage att påstå # REG: General and professional # REFL: No # ERR: Learners often confuse it with 'säga' (say) but 'påstå' carries a stronger sense of making an assertion that could be challenged "," GROUP: 4 # FORM: Påstår # FREQ: 7 # NUANCE: Present tense form indicating a current assertion or a habitual tendency to make claims # PART: N/A # COLL: Han påstår att, man påstår ofta # REG: General and professional # REFL: No # ERR: Incorrectly using group 1 or 2 endings such as 'påstårar' or 'påstårade' "," GROUP: 4 # FORM: Påstod # FREQ: 7 # NUANCE: Preteritum form used to describe a past assertion or claim often used in reported speech # PART: N/A # COLL: Påstod bestämt, påstod felaktigt # REG: General and professional # REFL: No # ERR: Using the weak conjugation 'påstådde' instead of the correct strong form 'påstod' "," GROUP: 4 # FORM: Påstått # FREQ: 6 # NUANCE: Supinum form used with 'har' or 'hade' to indicate a completed action of claiming something # PART: N/A # COLL: Tidigare påstått, har alltid påstått # REG: General and professional # REFL: No # ERR: Confusing the supinum with the past participle 'påstådd' (alleged) which functions as an adjective"
Kelly List,Set 01,0651 to 0700,Noun,En Skatt,De hittade en gömd skatt i grottan.,"treasure, wealth, fortune",They found a hidden treasure in the cave.,"tesoro, riqueza, fortuna",Encontraron un tesoro escondido en la cueva.,"گنج, ثروت, دفینه",آن‌ها یک گنج پنهان در غار پیدا کردند.,"θησαυρός, πλούτος, κειμήλιο",Βρήκαν έναν κρυμμένο θησαυρό στη σπηλιά.,"скарб, багатство, коштовність",Вони знайшли захований скарб у печері.,"сокровище, клад, богатство",Они нашли спрятанное сокровище в пещере.,"खजाना, निधि, संपदा",उन्हें गुफा में एक छिपा हुआ खजाना मिला।,"ধন, সম্পদ, কোষ",তারা গুহার মধ্যে একটি লুকানো ধন খুঁজে পেয়েছিল।,"thesar, pasuri, vlerë",Ata gjetën një thesar të fshehur në shpellë.,"hazine, define, servet",Mağarada gizli bir hazine buldular.,"harta, kekayaan, perbendaharaan",Mereka menjumpai harta karun yang tersembunyi di dalam gua.,"kayamanan, yaman, ginto",Nakakita sila ng nakatagong kayamanan sa kuweba.,,,,,,,,,,,,,14324,"GROUP: N/A # FORM: 5 # FREQ: 7 # NUANCE: Refers to a collection of valuable objects like gold or jewels as well as something or someone deeply cherished. In a fiscal context it refers to tax (skatt). # PART: N/A # COLL: Gömd skatt, betala skatt, en riktig skatt, skattkista # REG: General and formal # REFL: N/A # ERR: Learners often confuse the meaning of 'treasure' with the meaning of 'tax' since the same word is used for both in Swedish. Some also struggle with the plural form 'skatter' which applies to both meanings.",,,
Kelly List,Set 01,0651 to 0700,Verb,Att besluta,Styrelsen måste besluta om den nya budgeten nästa vecka.,"decide, determine, resolve",The board must decide on the new budget next week.,"decidir, determinar, resolver",La junta debe decidir sobre el nuevo presupuesto la próxima semana.,"تصمیم گرفتن, تعیین کردن, مقرر کردن",هیئت مدیره باید هفته آینده در مورد بودجه جدید تصمیم بگیرد.,"αποφασίζω, ορίζω, ψηφίζω",Το διοικητικό συμβούλιο πρέπει να αποφασίσει για τον νέο προϋπολογισμό την επόμενη εβδομάδα.,"вирішувати, постановляти, ухвалювати",Правління має вирішити питання щодо нового бюджету наступного тижня.,"решать, постановлять, определять",Совет директоров должен принять решение по новому бюджету на следующей неделе.,"निर्णय लेना, तय करना, संकल्प करना",बोर्ड को अगले सप्ताह नए बजट पर निर्णय लेना होगा।,"সিদ্ধান্ত নেওয়া, স্থির করা, নিষ্পত্তি করা",বোর্ডকে আগামী সপ্তাহে নতুন বাজেট নিয়ে সিদ্ধান্ত নিতে হবে।,"vendos, përcaktoj, zgjidh",Bordi duhet të vendosë për buxhetin e ri javën e ardhshme.,"karar vermek, belirlemek, kararlaştırmak",Yönetim kurulu önümüzdeki hafta yeni bütçeye karar vermeli.,"memutuskan, menetapkan, menentukan",Lembaga mesti memutuskan belanjawan baharu pada minggu hadapan.,"magdesisyon, magpasiya, humatol",Dapat magdesisyon ang lupon tungkol sa bagong badyet sa susunod na linggo.,Beslutar,Decides,Han beslutar sig för att tacka ja till jobbet.,He decides to accept the job.,Beslutade,Decided,De beslutade att ställa in mötet på grund av regnet.,They decided to cancel the meeting because of the rain.,Beslutat,Decided,Vi har redan beslutat vilken bil vi ska köpa.,We have already decided which car we are going to buy.,14265,"GROUP: 1 # FORM: Besluta # FREQ: 8 # NUANCE: Denotes making a formal choice or firm decision after consideration. Often interchangeable with 'bestämma' but carries a slightly more official tone. # PART: Besluta om # COLL: Besluta om budgeten, besluta i en fråga # REG: Neutral to Formal # REFL: Often used with 'sig för' (besluta sig för) to mean 'decide to' # ERR: Students often forget the particle 'om' in formal contexts or use it where 'bestämma' (more common in speech) would be more natural. "," GROUP: 1 # FORM: Beslutar # FREQ: 8 # NUANCE: Indicates an ongoing or habitual action of making a decision. # PART: Beslutar om # COLL: Regeringen beslutar, styrelsen beslutar # REG: Neutral to Formal # REFL: Beslutar sig för # ERR: Confusion with the present tense of 'bestämma' which is 'bestämmer'. "," GROUP: 1 # FORM: Beslutade # FREQ: 8 # NUANCE: Refers to a decision made in the past. # PART: Beslutade om # COLL: Beslutade att ställa in, beslutade enligt förslag # REG: Neutral to Formal # REFL: Beslutade sig för # ERR: Mixing up the preteritum ending with group 2 verbs. "," GROUP: 1 # FORM: Beslutat # FREQ: 8 # NUANCE: Used with 'har' or 'hade' to indicate a completed decision that has current relevance. # PART: Beslutat om # COLL: Har beslutat att, har tagit ett beslut # REG: Neutral to Formal # REFL: Har beslutat sig för # ERR: Using the noun 'beslut' instead of the supinum verb form 'beslutat'."
