Source,Subtopic1,Subtopic2,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example
Kelly List,A1,101-200,"att höra Imp: hör, Pr: hör, Pa: hörde, Sup: hört",Jag kan inte höra vad du säger.,"hear, listen, perceive",I cannot hear what you are saying.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att innebära Imp: –, Pr: innebär, Pa: innebar, Sup: inneburit",Det nya beslutet kommer att innebära stora förändringar för företaget.,"imply, involve, mean",The new decision will mean major changes for the company.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,genom att,Han lärde sig spela gitarr genom att titta på videor på nätet.,"by, through, via",He learned to play the guitar by watching videos online.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ett företag,Hon jobbar på ett stort företag i Stockholm.,"company, business, firm",She works at a large company in Stockholm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ett ord,Jag förstår inte det här ordet.,"word, term, expression",I do not understand this word.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att välja Imp: välj, Pr: väljer, Pa: valde, Sup: valt",Du måste välja en bok att läsa härnäst.,"choose, select, pick",You must choose a book to read next.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,er,Vad kan jag göra för er?,"your, yours, yourselves",What can I do for you?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att förstå Imp: förstå, Pr: förstår, Pa: förstod, Sup: förstått","Förlåt, jag förstår inte vad du säger.","understand, comprehend, grasp","I'm sorry, I do not understand what you are saying.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ett ägg,Jag steker två ägg till frukost.,"egg, ovum, gamete",I am frying two eggs for breakfast.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,te,Jag dricker en kopp te.,"tea, infusion, brew",I am drinking a cup of tea.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att spela Imp: spela, Pr: spelar, Pa: spelade, Sup: spelat",Barnen gillar att spela fotboll i parken.,"play, perform, act",The children like to play football in the park.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,lika,Vi är lika gamla.,"equally, alike, same",We are the same age.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att hitta Imp: hitta, Pr: hittar, Pa: hittade, Sup: hittat",Jag kan inte hitta mina nycklar.,"find, discover, locate",I cannot find my keys.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att dra Imp: dra, Pr: drar, Pa: drog, Sup: dragit",Han drog igen dörren bakom sig.,"pull, drag, draw",He pulled the door shut behind him.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att leda Imp: led, Pr: leder, Pa: ledde, Sup: lett",Hon har förmågan att leda stora projekt framgångsrikt.,"lead, guide, direct",She has the ability to lead large projects successfully.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ändå,"Det var svårt, men han försökte ändå.","still, nevertheless, anyway","It was difficult, but he tried anyway.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att lyckas Imp: lyckas, Pr: lyckas, Pa: lyckades, Sup: lyckats",Han lyckas alltid lösa sina problem på egen hand.,"succeed, prosper, thrive",He always manages to solve his problems on his own.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ett område,Det här är ett vackert område med många parker.,"area, region, zone",This is a beautiful area with many parks.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,en lag,Enligt svensk lag är det förbjudet att stjäla.,"law, statute, act","According to Swedish law, it is forbidden to steal.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att lära Imp: lär, Pr: lär, Pa: lärde, Sup: lärt",Jag ska lära mig svenska.,"learn, study, educate",I am going to learn Swedish.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att sätta Imp: sätt, Pr: sätter, Pa: satte, Sup: satt",Hon bad mig sätta mig ner på stolen.,"put, place, set",She asked me to sit down on the chair.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,lång,Det är en lång väg hem.,"long, tall, lengthy",It is a long way home.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att lämna Imp: lämna, Pr: lämnar, Pa: lämnade, Sup: lämnat",Glöm inte att lämna nycklarna på bordet.,"leave, depart, quit",Don't forget to leave the keys on the table.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att bygga Imp: bygg, Pr: bygger, Pa: byggde, Sup: byggt",De vill bygga ett nytt hus vid sjön.,"build, construct, assemble",They want to build a new house by the lake.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,politik,Han är intresserad av internationell politik.,"politics, government, policy",He is interested in international politics.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att kalla Imp: kalla, Pr: kallar, Pa: kallade, Sup: kallat",Det är viktigt att kalla på hjälp om det händer en olycka.,"call, name, summon",It is important to call for help if an accident happens.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,en peng,Jag har inga pengar på mig just nu.,"coin, money, cash",I don't have any money on me right now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,väldigt,Det är väldigt kallt ute idag.,"very, extremely, incredibly",It is very cold outside today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att leva Imp: lev, Pr: lever, Pa: levde, Sup: levt",De lever ett lyckligt liv i den lilla staden.,"live, exist, dwell",They live a happy life in the small town.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att ställa Imp: ställ, Pr: ställer, Pa: ställde, Sup: ställt",Kan du ställa koppen på bordet?,"put, set, place",Can you put the cup on the table?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att följa Imp: följ, Pr: följer, Pa: följde, Sup: följt",Hon valde att följa sin dröm och flytta till Paris.,"follow, pursue, accompany",She chose to follow her dream and move to Paris.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,en vecka,Vi ses nästa vecka.,"week, sennight, hebdomad",See you next week.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ja,"Ja, det gör jag.","yes, indeed, certainly","Yes, I do.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att ske Imp: ske, Pr: sker, Pa: skedde, Sup: skett",Vad ska ske med gamla möbler när vi flyttar?,"happen, occur, take place",What will happen to the old furniture when we move?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att kräva Imp: kräv, Pr: kräver, Pa: krävde, Sup: krävt",Projektet kommer att kräva mycket tid och energi.,"require, demand, necessitate",The project will require a lot of time and energy.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,utveckling,Företaget genomgår en spännande utveckling just nu.,"development, progress, growth",The company is undergoing an exciting development right now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att ena Imp: ena, Pr: enar, Pa: enade, Sup: enat",Hon är den ena av mina två systrar.,"unite, join, combine",She is one of my two sisters.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att svara Imp: svara, Pr: svarar, Pa: svarade, Sup: svarat",Kan du svara på min fråga?,"answer, reply, respond",Can you answer my question?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,ner,Hon tittade ner i marken när hon pratade.,"down, below, beneath",She looked down at the ground when she spoke.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,101-200,"att fortsätta Imp: fortsätt, Pr: fortsätter, Pa: fortsatte, Sup: fortsatt",Vi måste fortsätta arbeta trots att vi är trötta.,"continue, proceed, resume",We must continue working even though we are tired.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en skola,Barnen går i en skola som ligger nära hemmet.,"school, academy, college",The children go to a school that is close to home.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att bruka Imp: bruka, Pr: brukar, Pa: brukade, Sup: brukat",Jag brukar dricka kaffe på morgonen.,"use, employ, utilize",I usually drink coffee in the morning.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett par,De köpte ett par nya skor igår.,"couple, pair, duo",They bought a pair of new shoes yesterday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ekonomisk,Landet befinner sig i en svår ekonomisk situation.,"economic, financial, thrifty",The country is in a difficult economic situation.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,kl. (klockan),Mötet börjar kl. 9.00 i morgon bitti.,"clock, watch, timepiece",The meeting starts at 9:00 tomorrow morning.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,dålig,Filmen vi såg igår var faktiskt ganska dålig.,"bad, poor, inferior",The movie we saw yesterday was actually quite bad.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett namn,Vad heter du i efternamn?,"name, title, designation",What is your last name?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,verkligen,Det är verkligen vackert här.,"really, actually, truly",It is really beautiful here.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att mena Imp: mena, Pr: menar, Pa: menade, Sup: menat",Vad menar du med det?,"mean, intend, signify",What do you mean by that?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,fortfarande,Det regnar fortfarande ute.,"still, yet, even",It is still raining outside.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,även om,"Jag kommer, även om det regnar.","even though, although, despite","I will come, even if it rains.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att slå Imp: slå, Pr: slår, Pa: slog, Sup: slagit",Han slår på trumman.,"hit, beat, strike",He is beating the drum.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,att ämna,Jag ämnar resa till Stockholm nästa sommar.,"intend, plan, aim",I intend to travel to Stockholm next summer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att hända Imp: hända, Pr: händer, Pa: hände, Sup: hänt",Vad hände igår kväll?,"happen, occur, take place",What happened last night?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,endast,Det finns endast en väg ut.,"only, solely, exclusively",There is only one way out.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en miljon,Vinsten var över en miljon kronor.,"million, meg, thousand-thousand",The profit was over one million SEK.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,vidare,Vi kan diskutera frågan vidare imorgon.,"further, furthermore, moreover",We can discuss the matter further tomorrow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ganska,Det är ganska kallt ute idag.,"quite, rather, fairly",It is quite cold outside today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett svar,Han gav mig ett kort svar på min fråga.,"answer, reply, response",He gave me a short answer to my question.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,istället (el. i stället),Jag tar bussen istället för tåget.,"instead, alternatively, rather",I am taking the bus instead of the train.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,först,Jag borstade tänderna först och sedan gick jag och lade mig.,"first, initially, originally",I brushed my teeth first and then I went to bed.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att arbeta Imp: arbeta, Pr: arbetar, Pa: arbetade, Sup: arbetat",Jag gillar att arbeta på stora företag.,"work, labor, toil",I like working at large companies.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,riktigt,"Kursen kändes riktigt bra, det var trevligt att träffa alla igen.","genuinely, really, truly","The course felt really good, it was nice to meet everyone again.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att fungera (vardagl. funka) Imp: fungera, Pr: fungerar, Pa: fungerade, Sup: fungerat",Min nya dator verkar inte fungera som den ska.,"function, work, operate",My new computer doesn't seem to work as it should.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att beta Imp: beta, Pr: betar, Pa: betade, Sup: betat",Vi letar efter frivilliga som vill betatesta vår nya app.,"graze, pasture, feed",We are looking for volunteers who want to beta test our new app.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att köpa Imp: köp, Pr: köper, Pa: köpte, Sup: köpt",Jag ska köpa en ny bil nästa vecka.,"buy, purchase, acquire",I am going to buy a new car next week.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,bra,Det är en mycket bra idé.,"well, fine, good",That is a very good idea.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,precis,Det är precis vad jag behöver.,"exactly, precisely, accurately",That is exactly what I need.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att åta sig Imp: åta, Pr: åtar, Pa: åtog, Sup: åtagit",Han åtog sig det svåra uppdraget med stor entusiasm.,"undertake, accept, assume",He took on the difficult assignment with great enthusiasm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,bland annat (förk. bl.a.),Vi diskuterade bland annat ekonomi och politik under mötet.,"among others, including, especially","We discussed, among other things, economics and politics during the meeting.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett krig,Det finns inga vinnare i ett krig.,"war, conflict, battle",There are no winners in a war.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"till exempel (förk. t.ex., t ex)","Jag tycker om frukt, till exempel äpplen och päron.","for example, for instance, e.g.","I like fruit, for example apples and pears.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,tillsammans,Vi kan äta lunch tillsammans imorgon.,"together, jointly, collectively",We can have lunch together tomorrow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,henne,Jag ser henne i parken varje morgon.,"her, female, herself",I see her in the park every morning.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett val,Du har ett fritt val i den här frågan.,"choice, election, selection",You have a free choice in this matter.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en kyrka,Det står en gammal kyrka i mitten av staden.,"church, cathedral, chapel",There is an old church in the middle of the city.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,egentligen,Vad menar du egentligen med det?,"actually, really, basically",What do you actually mean by that?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,inför,Vi måste förbereda oss inför det kommande mötet.,"before, in front of, preceding",We must prepare ourselves for the upcoming meeting.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en historia,Hon läser en intressant bok om Sveriges historia.,"history, story, chronicle",She is reading an interesting book about Sweden's history.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att berätta Imp: berätta, Pr: berättar, Pa: berättade, Sup: berättat",Kan du berätta vad som hände igår?,"tell, narrate, recount",Can you tell me what happened yesterday?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,vanlig,Det här är en vanlig dag.,"common, usual, normal",This is a normal day.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att rätta Imp: rätta, Pr: rättar, Pa: rättade, Sup: rättat",Kan du hjälpa mig att rätta mina läxor?,"correct, fix, amend",Can you help me correct my homework?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,januari,Det är ofta mycket snö i januari.,"January, Jan, first month",There is often a lot of snow in January.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,information,Kan jag få mer information om projektet?,"information, data, intelligence",Can I get more information about the project?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ung,Han är fortfarande ung och har hela livet framför sig.,"young, youthful, adolescent",He is still young and has his whole life ahead of him.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en,Jag ser en hund på gatan.,"individual, person, someone",I see a dog on the street.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,tillbaka (vardagl. tillbaks),När kommer du tillbaka?,"back, backwards, rearward",When are you coming back?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en film,Vi såg en bra film på bio igår kväll.,"film, movie, motion picture",We saw a good movie at the cinema last night.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ibland (el. i bland),Ibland går jag på bio med mina vänner.,"sometimes, occasionally, at times",Sometimes I go to the cinema with my friends.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,medan (vardagl. medans),Jag läser tidningen medan jag dricker kaffe.,"while, whereas, whilst",I am reading the newspaper while I am drinking coffee.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett slut,Filmen är slut nu.,"end, finish, conclusion",The movie is over now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en massa,Det finns en massa folk i staden idag.,"mass, heap, pile",There are a lot of people in the city today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en tanke,Det var en intressant tanke.,"thought, idea, notion",That was an interesting thought.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en akt,Pjäsen består av tre akter.,"act, deed, document",The play consists of three acts.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en procent,Han betalade tio procent av priset i förskott.,"percent, percentage, portion",He paid ten percent of the price in advance.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en månad,Jag har bott i Stockholm i en månad.,"month, moon, period",I have lived in Stockholm for one month.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,sista,Det här är sista gången jag hjälper dig.,"last, final, ultimate",This is the last time I am helping you.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att sluta Imp: sluta, Pr: slutar, Pa: slutade, Sup: slutat",Jag måste sluta röka för min hälsas skull.,"stop, finish, end",I must stop smoking for the sake of my health.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en verksamhet,Företaget har en omfattande verksamhet i flera länder.,"business, activity, operation",The company has extensive operations in several countries.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en rätt,Du har rätt i det du säger.,"right, justice, law",You are right in what you are saying.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,samtidigt,Vi kan lyssna på musik och prata samtidigt.,"simultaneously, concurrently, coincidentally",We can listen to music and talk at the same time.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,emot,Han var snäll emot mig.,"against, towards, versus",He was kind to me.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett stöd,De behöver ekonomiskt stöd för att klara hyran.,"support, assistance, help",They need financial support to manage the rent.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en familj,Jag bor tillsammans med min familj i Stockholm.,"family, kin, household",I live together with my family in Stockholm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att åka Imp: åk, Pr: åker, Pa: åkte, Sup: åkt",Jag gillar att åka tåg.,"go, travel, ride",I like to travel by train.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att betala Imp: betala, Pr: betalar, Pa: betalade, Sup: betalat",Kan jag betala med kort?,"pay, settle, disburse",Can I pay by card?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en kommun,Han bor i en liten kommun i norra Sverige.,"municipality, community, district",He lives in a small municipality in northern Sweden.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett resultat,Vi väntar fortfarande på dagens resultat.,"result, outcome, consequence",We are still waiting for today's results.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att utveckla Imp: utveckla, Pr: utvecklar, Pa: utvecklade, Sup: utvecklat",Företaget arbetar för att utveckla nya produkter.,"develop, grow, expand",The company is working to develop new products.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att föra Imp: för, Pr: för, Pa: förde, Sup: fört",Vem ska föra protokollet under dagens möte?,"lead, conduct, guide",Who will keep the minutes during today's meeting?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att hjälpa Imp: hjälpa, Pr: hjälper, Pa: hjälpte, Sup: hjälpt",Kan du hjälpa mig med den här frågan?,"help, assist, aid",Can you help me with this question?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,nära,Vi bor ganska nära skolan.,"near, close, nearby",We live quite near the school.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en text,Jag skriver en kort text om min semester.,"text, script, document",I am writing a short text about my holiday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett exempel,Kan du ge mig ett exempel?,"example, instance, illustration",Can you give me an example?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,när det gäller,Det är svårt att fatta ett beslut när det gäller framtiden.,"regarding, concerning, about",It is difficult to make a decision when it comes to the future.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"på grund av (förk. p.g.a, pga., p g a)",Matchen blev inställd på grund av regn.,"because of, due to, owing to",The match was cancelled due to rain.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,europeisk,Frankrike är ett europeiskt land.,"European, continental, occidental",France is a European country.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en form,Kan du fylla i det här formuläret?,"form, shape, structure",Can you fill out this form?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,november,Jag fyller år i november.,"November, month, eleventh month",My birthday is in November.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att vinna Imp: vinn, Pr: vinner, Pa: vann, Sup: vunnit",Vi lyckades vinna matchen trots det dåliga vädret.,"win, triumph, victory",We managed to win the match despite the bad weather.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett system,Det här datasystemet är väldigt gammalt och långsamt.,"system, structure, network",This computer system is very old and slow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att vänta Imp: vänta, Pr: väntar, Pa: väntade, Sup: väntat","Kan du vänta ett ögonblick, tack?","wait, pause, stay","Can you wait a moment, please?",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,tidig,Vi kom hem tidigt i går kväll.,"early, premature, advance",We came home early last night.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en åtgärd,Regeringen vidtog en åtgärd för att minska arbetslösheten.,"measure, action, step",The government took a measure to reduce unemployment.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en skillnad,Det är en stor skillnad mellan de två förslagen.,"difference, disparity, distinction",There is a big difference between the two proposals.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,internationell,Hon är en internationell kändis.,"international, global, worldwide",She is an international celebrity.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,nationell,Jakt är en nationell angelägenhet som bör beslutas i Sverige.,"national, countrywide, nationwide",Hunting is a national matter that should be decided in Sweden.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att jobba Imp: jobba, Pr: jobbar, Pa: jobbade, Sup: jobbat",Jag gillar att jobba i trädgården på sommaren.,"work, labor, toil",I like to work in the garden during the summer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att klara Imp: klara, Pr: klarar, Pa: klarade, Sup: klarat",Hon lyckades klara provet trots att det var svårt.,"manage, handle, achieve",She managed to pass the exam even though it was difficult.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,cirka (förk. ca),Det tar cirka en timme att åka dit.,"approximately, about, around",It takes approximately one hour to drive there.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en tur,Det var din tur att diska igår.,"luck, fortune, chance",It was your turn to do the dishes yesterday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en polis,Ring polisen om du ser något misstänkt.,"police, cop, officer",Call the police if you see anything suspicious.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,ett medium,Den här biffen är medium genomstekt.,"medium, average, middle",This steak is cooked medium.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en regel,Det finns en enkel regel som alla måste följa.,"rule, regulation, law",There is a simple rule that everyone must follow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,oktober,Min födelsedag är i oktober.,"October, tenth month, harvest month",My birthday is in October.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att prata Imp: prata, Pr: pratar, Pa: pratade, Sup: pratat",Jag gillar att prata med mina vänner.,"speak, talk, chat",I like to talk with my friends.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en organisation,Hon arbetar för en internationell organisation.,"organization, association, institution",She works for an international organization.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,en medlem,Hon är en medlem i den lokala bokklubben.,"member, associate, participant",She is a member of the local book club.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att fråga Imp: fråga, Pr: frågar, Pa: frågade, Sup: frågat",Kan jag ställa en fråga?,"ask, inquire, question",Can I ask a question?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,201-300,"att anmäla Imp: anmäl, Pr: anmäler, Pa: anmälde, Sup: anmält",Du bör anmäla stölden till polisen så snart som möjligt.,"report, notify, announce",You should report the theft to the police as soon as possible.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att nå Imp: nå, Pr: når, Pa: nådde, Sup: nått",Vi lyckades nå toppen av berget före solnedgången.,"reach, achieve, attain",We managed to reach the top of the mountain before sunset.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att bo Imp: bo, Pr: bor, Pa: bodde, Sup: bott",Var vill du bo i framtiden?,"live, reside, dwell",Where do you want to live in the future?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att stämma Imp: stäm, Pr: stämmer, Pa: stämde, Sup: stämt",Vi bestämde oss för att stämma träff vid centralstationen.,"agree, match, correspond",We decided to arrange a meeting at the central station.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en rättighet,Alla barn har rätt till utbildning.,"right, entitlement, privilege",All children have the right to education.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,sedan (vardagl. sen),Vi ses sedan!,"since, later, afterwards",See you later!,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,efter att,Jag gick hem efter att jag slutade jobbet.,"after, subsequently, afterward",I went home after I finished work.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,med,Jag går på bio med mina vänner.,"with, including, along",I am going to the cinema with my friends.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en vän,Han är min bästa vän.,"friend, buddy, mate",He is my best friend.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att dela Imp: dela, Pr: delar, Pa: delade, Sup: delat",Vi kan dela på en pizza ikväll.,"share, divide, distribute",We can share a pizza tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,februari,Min födelsedag är i februari.,"February, month, second month",My birthday is in February.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,kort,Han skrev ett kort meddelande till mig.,"short, brief, concise",He wrote a short message to me.,,,,,,,,,,,,,,,,,,,,,,
