Source,Subtopic1,Subtopic2,WordType,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example,Present,PresentTranslation,PresentExample,PresentExampleTranslation,Preteritum,PreteritumTranslation,PreteritumExample,PreteritumExampleTranslation,Supinium,SupiniumTranslation,SupiniumExample,SupiniumExampleTranslation,ID,SwedishExampleNote,PresentExampleNote,PreteritumExampleNote,SupiniumExampleNote
Kelly List,A1,1 to 100,Pronoun,Det,Det är min bok.,"it, this, that",That is my book.,encontrar,The language entered is not supported at this time.,یافتن، پیدا کردن,The language entered is not supported at this time.,"βρίσκω, ανακαλύπτω, εντοπίζω",Ελπίζω να μπορέσουμε να βρούμε μια λύση στο πρόβλημα.,"знаходити, виявляти, відкривати","Я сподіваюся, що ми зможемо знайти рішення проблеми.","находить, найти","Я надеюсь, что мы сможем найти решение проблемы.","पाना, खोजना, ढूंढना",मुझे आशा है कि हम समस्या का समाधान ढूंढ पाएंगे।,"খুঁজে পাওয়া, আবিষ্কার করা, শনাক্ত করা",আমি আশা করি যে আমরা সমস্যার একটি সমাধান খুঁজে পাব।,"gjej, zbuloj, lokalizoj",Shpresoj që mund të gjejmë një zgjidhje për problemin.,"bulmak, keşfetmek, saptamak",Umarım soruna bir çözüm bulabiliriz.,"mencari, menemui, mendapati",Saya berharap kita dapat mencari jalan penyelesaian kepada masalah tersebut.,"matuklasan, mahanap, matunton",The language entered is not supported at this time.,,,,,,,,,,,,,62
Kelly List,A1,1 to 100,Pronoun,Detta,Vad är detta för något?,"this, that, it",What is this?,hacia,El autobús va hacia el centro.,به سوی، علیه، در مقابل,اتوبوس به سمت مرکز شهر می‌رود.,προς,Το λεωφορείο πηγαίνει προς το κέντρο.,"до, проти, в напрямку",Автобус їде до центру.,к,Автобус едет в центр.,"की ओर, के खिलाफ, बनाम",बस केंद्र की ओर जा रही है।,"অভিমুখে, প্রতি, বিরুদ্ধে",বাসটি শহরের কেন্দ্রের দিকে যাচ্ছে।,"drejt, kundër, përballë",Autobusi shkon drejt qendrës.,"doğru, karşı, -e doğru",Otobüs merkeze doğru gidiyor.,"ke arah, terhadap, kepada",Bas itu menuju ke pusat bandar.,"patungo sa, laban sa, kontra",Papunta ang bus sa sentro ng lungsod.,,,,,,,,,,,,,63
Kelly List,A1,1 to 100,Pronoun,Du,Vad gör du på din fritid?,"you, thou, thee",What do you do in your spare time?,poseer,Ella tiene un hermoso apartamento en Estocolmo.,داشتن، مالک بودن، دارا بودن,او صاحب یک آپارتمان زیبا در استکهلم است.,"κατέχω, έχω στην κατοχή μου, ιδιοκτήτης",Αυτή έχει ένα όμορφο διαμέρισμα στη Στοκχόλμη.,"володіти, мати, бути власником",Вона має гарну квартиру в Стокгольмі.,"владеть, обладать, иметь",Она владеет красивой квартирой в Стокгольме.,"मालिक होना, पास होना, रखना",वह स्टॉकहोम में एक सुंदर अपार्टमेंट की मालकिन है।,"মালিক হওয়া, অধিকারে থাকা, স্বত্বাধিকারী হওয়া",স্টকহোমে তাঁর একটি সুন্দর অ্যাপার্টমেন্ট আছে।,"zotëroj, posedoj, kam",Ajo zotëron një apartament të bukur në Stokholm.,"sahip olmak, mülkiyetinde olmak, elinde bulundurmak",Stockholm'da güzel bir dairesi var.,"memiliki, mempunyai, punya",Dia memiliki sebuah apartemen yang indah di Stockholm.,"magmay-ari, pagmamay-ari, may-ari",May-ari siya ng isang magandang apartment sa Stockholm.,,,,,,,,,,,,,64
Kelly List,A1,1 to 100,Pronoun,Han,Han läser en spännande bok.,"he, him, himself",He is reading an exciting book.,"Todo, toda, todos, todas",Todos hablan de esto.,همه، تمام، هر آنچه که هست,همه در این مورد صحبت می‌کنند.,"όλοι, όλα, όλη",Όλοι μιλάνε για αυτό.,"все, весь, кожен",Усі про це говорять.,"весь, всё, все",Все об этом говорят.,"सब, हर, प्रत्येक",हर कोई इसके बारे में बात कर रहा है।,"সব, সমস্ত, প্রতিটি",সবাই এই বিষয়ে কথা বলছে।,"të gjithë, çdo, i gjithë",Të gjithë po flasin për këtë.,"hepsi, her, tümü",Herkes bunu konuşuyor.,"semua, segala, seluruh",Semua orang bercakap tentang perkara ini.,"lahat, bawat, pangkalahatan",Ang lahat ay nagsasalita tungkol dito.,,,,,,,,,,,,,65
Kelly List,A1,1 to 100,Pronoun,Hon,Hon är min bästa vän.,"she, female, her",She is my best friend.,"pensar, creer, opinar",¿Qué piensas de este libro?,فکر کردن، پنداشتن، عقیده داشتن,درباره این کتاب چه نظری داری؟,"νομίζω, πιστεύω, θεωρώ",Ποια είναι η γνώμη σου για αυτό το βιβλίο,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
Kelly List,A1,1 to 100,Pronoun,Ingen,Det finns ingen mjölk kvar i kylskåpet.,"none, nobody, zero",There is no milk left in the refrigerator.,sueco,Él es un autor sueco.,سوئدی,او یک نویسنده سوئدی است.,Σουηδός,Είναι Σουηδός συγγραφέας.,шведський,Він шведський письменник.,шведский,Он шведский писатель.,"स्वीडिश, स्वीडन का, स्वीडनी",वह एक स्वीडिश लेखक हैं।,"সুইডিশ, স্ক্যান্ডিনেভীয়, নর্ডিক",তিনি একজন সুইডিশ লেখক।,"suedez, suedeze",Ai është një shkrimtar suedez.,"İsveçli, İskandinav, Kuzeyli","O, İsveçli bir yazardır.","Swedish, Scandinavia, Nordic",Dia merupakan seorang penulis Sweden.,"Suweko, Scandinavian, Nordic",Siya ay isang Suwekong manunulat.,,,,,,,,,,,,,67
Kelly List,A1,1 to 100,Pronoun,Jag,Jag älskar att läsa böcker på kvällen.,"I, me, myself",I love reading books in the evening.,pequeño,Vivo en un apartamento pequeño en la ciudad.,کوچک، خرد، ریز,من در یک آپارتمان کوچک در شهر زندگی می‌کنم.,μικρός,Μένω σε ένα μικρό διαμέρισμα στην πόλη.,"малий, маленький, невеликий",Я живу в маленькій квартирі в місті.,маленький,Я живу в маленькой квартире в городе.,"छोटा, नन्हा, अल्प",मैं शहर में एक छोटे से अपार्टमेंट में रहता हूँ।,"ছোট, ক্ষুদ্র, খুদে",আমি শহরের একটি ছোট অ্যাপার্টমেন্টে থাকি।,"i vogël, i paktë, pakës",Unë jetoj në një apartament të vogël në qytet.,"küçük, ufak, minik",Şehirde küçük bir dairede yaşıyorum.,"kecil, mungil, sedikit",Saya tinggal di sebuah pangsapuri kecil di bandar.,"maliit, maliit pa, bansot",Nakatira ako sa isang maliit na apartment sa lungsod.,,,,,,,,,,,,,68
Kelly List,A1,1 to 100,Pronoun,Man,Man kan aldrig vara helt säker på vad som händer i framtiden.,"one, you, people",One can never be completely sure of what happens in the future.,"venir, llegar, alcanzar",¿Cuándo llega el tren a la estación?,آمدن,چه زمانی قطار به ایستگاه می‌رسد؟,"έρχομαι, φτάνω",Πότε έρχεται το τρένο στον σταθμό,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
Kelly List,A1,1 to 100,Pronoun,Mig (Vardagl. Mej),Kan du hjälpa mig med läxan?,"me, myself, I",Can you help me with the homework?,"tiempo, período, época",No tengo tiempo ahora mismo.,زمان، مدت، عصر,من الان وقت ندارم.,χρόνος,Δεν έχω χρόνο αυτή τη στιγμή.,"час, період, ера",У мене зараз немає часу.,"время, период, эпоха",У меня сейчас нет времени.,"समय, काल, युग",मेरे पास अभी समय नहीं है।,"সময়, কাল, যুগ",আমার এখন সময় নেই।,"kohë, periudhë, epokë",Nuk kam kohë tani.,"zaman, vakit, süre",Şu an zamanım yok.,"masa, waktu, tempoh",Saya tidak mempunyai masa sekarang.,"panahon, oras",Wala akong oras ngayon.,,,,,,,,,,,,,70
Kelly List,A1,1 to 100,Pronoun,Min,Är det här din väska?,"my, mine, personal",Is this your bag?,"nuestro, nuestra",Este es nuestro coche nuevo.,ما,این ماشین جدید ما است.,μας,Αυτό είναι το καινούργιο μας αυτοκίνητο.,"наш, наша, наше, наші",Це наша нова машина.,наш,Это наша новая машина.,"हमारा, हमारी, हमारे",यह हमारी नई कार है।,"আমাদের, আমাদের নিজস্ব, আমাদের নিজদের",এটি আমাদের নতুন গাড়ি।,"ynë, tanë, tona",Kjo është makina jonë e re.,"bizim, bizimki, bizlerin",Bu bizim yeni arabamız.,"kami, kita, punya kami, punya kita",Ini adalah kereta baharu kami.,"atin, namin, amin",Ito ang ating bagong kotse.,,,,,,,,,,,,,71
Kelly List,A1,1 to 100,Pronoun,"Någon (Vardagl. Nån, Förk. Ngn)",Det är någon vid dörren.,"someone, somebody, anybody",There is someone at the door.,significar,¿Qué significa esta palabra?,معنا دادن، دلالت کردن، یعنی بودن,معنی این کلمه چیست؟,σημαίνω,Τι σημαίνει αυτή η λέξη,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
Kelly List,A1,1 to 100,Pronoun,Sig (Vardagl. Sej),Han tvättar sig varje morgon.,"himself, herself, itself",He washes himself every morning.,querer,Quiero viajar a Suecia el próximo verano.,خواستن، میل داشتن، آرزو کردن,من می‌خواهم تابستان آینده به سوئد سفر کنم.,"θέλω, επιθυμώ, εύχομαι",Θέλω να ταξιδέψω στη Σουηδία το επόμενο καλοκαίρι.,"хотіти, бажати, прагнути",Я хочу поїхати до Швеції наступного літа.,"хотеть, желать, стремиться",Я хочу поехать в Швецию следующим летом.,"चाहना, इच्छा करना, कामना करना",मैं अगली गर्मियों में स्वीडन की यात्रा करना चाहता हूँ।,"চাওয়া, ইচ্ছা করা, কামনা করা",আমি আগামী গ্রীষ্মে সুইডেন ভ্রমণ করতে চাই।,"dua, dëshiroj, dua të oshoj",Unë dua të udhëtoj në Suedi verën e ardhshme.,"istemek, arzulamak, dilemek",Gelecek yaz İsveç'e seyahat etmek istiyorum.,"mahu, ingin, hendak",Saya mahu melancong ke Sweden pada musim panas akan datang.,"gusto, nais, ibig",Gusto kong maglakbay sa Sweden sa susunod na tag-init.,,,,,,,,,,,,,73
Kelly List,A1,1 to 100,Pronoun,Sin,Han bor med sin familj i Stockholm.,"his, her, its",He lives with his family in Stockholm.,"tomar, agarrar, coger",Mañana tomaré el autobús al trabajo.,گرفتن، بردن، سوار شدن,من فردا با اتوبوس به سر کار می‌روم.,παίρνω,Θα πάρω το λεωφορείο για τη δουλειά αύριο.,"брати, взяти, приймати",Завтра я поїду на роботу на автобусі.,"брать, взять, принимать",Завтра я поеду на работу на автобусе.,"लेना, पकड़ना, कब्ज़ा करना",मैं कल काम पर जाने के लिए बस लूँगा।,"নেওয়া, ধরা, গ্রহণ করা",আমি আগামীকাল বাসে করে কাজে যাব।,"marr, kap, sekuestroj",Unë do të marr autobusin për në punë nesër.,"almak, tutmak, yakalamak",Yarın işe gitmek için otobüse bineceğim.,"mengambil, membawa, merampas",Saya akan naik bas ke tempat kerja esok.,"kuhanin, kunin, angkinin",Sasakay ako ng bus papunta sa trabaho bukas.,,,,,,,,,,,,,74
Kelly List,A1,1 to 100,Pronoun,Som,Det är boken som jag läser just nu.,"that, which, who",It is the book that I am reading right now.,en,El libro está sobre la mesa.,روی، بر روی، در,کتاب روی میز است.,σε,Το βιβλίο είναι πάνω στο τραπέζι.,"на, по, в",Книга лежить на столі.,на,Книга лежит на столе.,"पर, ऊपर, में",किताब मेज पर है।,"উপরে, ওপরে, তে",বইটি টেবিলের ওপর আছে।,"sipër, mbi",Libri është mbi tavolinë.,"üzerinde, üstünde, -de, -da",Kitap masanın üzerinde.,"di atas, di, pada",Buku itu berada di atas meja.,"sa ibabaw, sa, nasa ibabaw",Nasa mesa ang libro.,,,,,,,,,,,,,75
Kelly List,A1,1 to 100,Pronoun,Som,Det är hunden som skäller.,"that, which, who",It is the dog that is barking.,mucho,Muchas gracias por la ayuda.,خیلی، بسیار، زیاد,خیلی ممنون از کمکتان.,πολύ,Σας ευχαριστώ πολύ για τη βοήθεια.,"багато, дуже, чимало",Щиро дякую за допомогу!,"много, очень, значительно",Большое спасибо за помощь.,"बहुत, अधिक, ज़्यादा",मदद के लिए बहुत-बहुत धन्यवाद।,"অনেক, প্রচুর, খুব",সাহায্যের জন্য আপনাকে অনেক ধন্যবাদ।,"shumë, mjaft, tepër",Shumë faleminderit për ndihmën.,"çok, fazla, pek çok",Yardım için çok teşekkür ederim.,"banyak, sangat, sekali",Terima kasih banyak atas bantuannya.,"marami, lubha, masyado",Maraming salamat po sa tulong ninyo.,,,,,,,,,,,,,76
Kelly List,A1,1 to 100,Pronoun,Vad (Vardagl. Va),Vad ska vi göra i helgen?,"what, which, that",What are we going to do this weekend?,"ninguno, ningún",No queda leche en el refrigerador.,هیچ، هیچ‌کدام,هیچ شیری در یخچال باقی نمانده است.,"κανένας, κανείς, κανένα",Δεν υπάρχει καθόλου γάλα στο ψυγείο.,"жоден, ніякий, ніхто",У холодильнику не залишилося молока.,"никакой, никто, ни один",В холодильнике не осталось молока.,"कोई नहीं, कोई भी नहीं, शून्य",फ्रिज में कोई दूध नहीं बचा है।,"কেউ না, কোনোটিই নয়, শূন্য",ফ্রিজে আর কোনো দুধ অবশিষ্ট নেই।,"asnjë, askush, zero",Nuk ka mbetur fare qumësht në frigorifer.,"hiç, kimse, yok",Buzdolabında hiç süt kalmadı.,"tiada, sifar, tak ada",Tiada susu yang tinggal di dalam peti sejuk.,"wala, sinuman, zero",Wala nang gatas na natira sa loob ng refrigerator.,,,,,,,,,,,,,77
Kelly List,A1,1 to 100,Pronoun,Vår (Vardagl. Våran),Det här är vår nya bil.,"our, ours, us",This is our new car.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,,,,,,,,,,,,,78
Kelly List,A1,1 to 100,Pronoun,Vi,Vi ska gå på bio ikväll.,"we, ourselves, us",We are going to the cinema tonight.,él,Él lee un libro emocionante.,او,او در حال خواندن یک کتاب هیجان‌انگیز است.,αυτός,Διαβάζει ένα συναρπαστικό βιβλίο.,"він, його, він сам",Він читає захоплюючу книгу.,он,Он читает захватывающую книгу.,"वह, वो, उसने",वह एक रोमांचक किताब पढ़ रहा है।,"সে, তিনি, নিজে",সে একটি উত্তেজনাপূর্ণ বই পড়ছে।,"ai, ai, ai ai, ai ai ai",Ai po lexon një libër emocionues.,"o, kendisi",O heyecan verici bir kitap okuyor.,"dia, ia, beliau",Dia sedang membaca buku yang menarik.,siya,Nagbabasa siya ng isang kapana-panabik na libro.,,,,,,,,,,,,,79
Kelly List,A1,1 to 100,Pronoun,Vilken,Vilken bok läser du just nu?,"which, whichever, what",Which book are you reading right now?,"rasgar, romper, demoler",Van a demoler la casa vieja para construir una nueva.,تخریب کردن، پاره کردن، رنده کردن,آن‌ها خانه قدیمی را تخریب می‌کنند تا خانه‌ای جدید بسازند.,σχίζω,Θα κατεδαφίσουν το παλιό σπίτι για να χτίσουν ένα καινούργιο.,"рвати, розривати, зносити","Вони збираються знести старий будинок, щоб побудувати новий.","рвать, сносить, разрушать","Они собираются снести старый дом, чтобы построить новый.","फाड़ना, गिराना, तोड़ना",वे एक नया घर बनाने के लिए पुराने घर को गिराने जा रहे हैं।,"ছিঁড়ে ফেলা, ভেঙে ফেলা, টুকরো করা",নতুন একটি বাড়ি তৈরির জন্য তারা পুরনো বাড়িটি ভেঙে ফেলবে।,"shemb, gris, shkatërroj",Ata do të shembin shtëpinë e vjetër për të ndërtuar një të re.,"yırtmak, parçalamak, yıkmak",Yeni bir tane inşa etmek için eski evi yıkacaklar.,"merobek, mengoyak, mencarik",Mereka akan merobohkan rumah lama itu untuk membina yang baharu.,"gibain, ititibag, pinitas",Gibay-gibay nila ang lumang bahay para magtayo ng bago.,,,,,,,,,,,,,80
Kelly List,A1,1 to 100,Subj,Att,Jag hoppas att vi ses snart.,"that, so, because",I hope that we see each other soon.,escuela,Los niños van a la escuela cada mañana.,مدرسه,بچه‌ها هر روز صبح به مدرسه می‌روند.,σχολείο,Τα παιδιά πηγαίνουν στο σχολείο κάθε πρωί.,школа,Діти ходять до школи щоранку.,школа,Дети ходят в школу каждое утро.,"स्कूल, विद्यालय, पाठशाला",बच्चे हर सुबह स्कूल जाते हैं।,"বিদ্যালয়, স্কুল",শিশুরা প্রতিদিন সকালে স্কুলে যায়।,shkollë,Fëmijët shkojnë në shkollë çdo mëngjes.,"okul, mektep",Çocuklar her sabah okula giderler.,sekolah,Kanak-kanak pergi ke sekolah setiap pagi.,"paaralan, eskuwelahan, iskul",Pumapasok ang mga bata sa paaralan tuwing umaga.,,,,,,,,,,,,,81
Kelly List,A1,1 to 100,Verb,Att Äga,Det är viktigt att äga sin egen bostad.,"own, possess, have",It is important to own your own home.,,,,,,,,,,,,,,,,,,,,,,,äger,"owns, possesses, holds ",Jag äger en bil.,I own a car.,ägde," owned, possessed, held ",Han ägde en båt.,He owned a boat.,ägt," owned, possessed, held",De har ägt huset länge.,They have owned the house for a long time.,82
Kelly List,A1,1 to 100,Verb,Att Betyda,Vad kan det betyda?,"mean, signify, denote",What could it mean?,,,,,,,,,,,,,,,,,,,,,,,betyder,"means, signifies, denotes ",Vad betyder det här?,What does this mean?,betydde," meant, signified, denoted ",Det betydde mycket.,It meant a lot.,betytt," meant, signified, denoted",Det har betytt mycket för mig.,It has meant a lot to me.,83
Kelly List,A1,1 to 100,Verb,Att Bli,,"become, get, turn",,"en, dentro de, dentro de un plazo de",Nos vemos en una hora.,اگر، آیا، در مورد,یک ساعت دیگر می‌بینمت.,σε,Θα τα πούμε σε μία ώρα.,"якщо, чи, через",Побачимося через годину.,"если, ли, через",Увидимся через час.,"में, के बाद, बारे में",हम एक घंटे में मिलते हैं।,"মধ্যে, পরে, সময়ের মধ্যে",এক ঘন্টার মধ্যে আপনার সাথে দেখা হবে।,"në, pas, rreth",Shihemi në një orë.,"sonra, içinde",Bir saat sonra görüşürüz.,"dalam, selepas, kira-kira",Kita jumpa dalam satu jam.,"sa, makalipas ang, sa loob ng",Magkikita tayo sa loob ng isang oras.,blir,"becomes, grows, turns ",Han blir glad.,He becomes happy.,blev," became, grew, turned ",Hon blev arg.,She became angry.,blivit," become, grown, turned",De har blivit vänner.,They have become friends.,84
Kelly List,A1,1 to 100,Verb,Att Få,Det är roligt att få presenter.,"get, receive, obtain",It is fun to receive gifts.,,,,,,,,,,,,,,,,,,,,,,,får,"get, receive, obtain ",Jag får ett brev.,I receive a letter.,fick," got, received, obtained ",Jag fick en present.,I received a gift.,fått," gotten, received, obtained",Jag har fått svar.,I have received an answer.,85
Kelly List,A1,1 to 100,Verb,Att Finna,,"find, discover, locate",,también,También me gusta beber café por la mañana.,همچنین، نیز، هم,من هم دوست دارم صبح‌ها قهوه بنوشم.,επίσης,Μου αρέσει επίσης να πίνω καφέ το πρωί.,"також, теж",Я також люблю пити каву вранці.,"также, тоже",Мне тоже нравится пить кофе по утрам.,"भी, और, तथा",मुझे सुबह कॉफी पीना भी पसंद है।,"আরও, ও, ওবং",আমিও সকালে কফি পান করতে পছন্দ করি।,"gjithashtu, edhe, po ashtu",Më pëlqen gjithashtu të pij kafe në mëngjes.,"de, da, dahi",Sabahları kahve içmeyi de severim.,"juga, pun, pula",Saya juga suka minum kopi pada waktu pagi.,"rin, din, pati",Gusto ko ring uminom ng kape sa umaga.,finner,"find, discover, locate ",Jag finner en nyckel.,I find a key.,fann," found, discovered, located ",Han fann en bok.,He found a book.,funnit," found, discovered, located",De har funnit en lösning.,They have found a solution.,86
Kelly List,A1,1 to 100,Verb,Att Gå,Jag vill gå hem nu,"go, walk, move",I want to go home now,,,,,,,,,,,,,,,,,,,,,,,går,"goes, walks, leaves ",Jag går hem nu.,I am going home now.,gick," went, walked, left ",Han gick till skolan.,He walked to school.,gått," gone, walked, departed",Vi har gått långt.,We have walked far.,87
Kelly List,A1,1 to 100,Verb,Att Ge (Formellt Giva),Jag vill ge dig en present.,"give, provide, offer",I want to give you a gift.,,,,,,,,,,,,,,,,,,,,,,,ger,"gives, provides, hands ",Jag ger dig en bok.,I give you a book.,gav," gave, provided, handed ",Han gav mig en blomma.,He gave me a flower.,gett," given, provided, handed",Vi har gett dem mat.,We have given them food.,88
Kelly List,A1,1 to 100,Verb,Att Göra,,"do, make, perform",,"ir, caminar, andar",Voy a la escuela todos los días.,رفتن، قدم زدن، راه رفتن,من هر روز به مدرسه می‌روم.,"πηγαίνω, πάω",Πηγαίνω στο σχολείο κάθε μέρα.,"йти, ходити, піти",Я ходжу до школи щодня.,"идти, ходить, пойти",Я хожу в школу каждый день.,"जाना, चलना, टहलना",मैं हर दिन स्कूल जाता हूँ।,"যাওয়া, হাঁটা, চলা",আমি প্রতিদিন স্কুলে যাই।,"shkoj, eci, lëviz",Unë shkoj në shkollë çdo ditë.,"gitmek, yürümek, taşınmak",Her gün okula gidiyorum.,"pergi, berjalan, bergerak",Saya pergi ke sekolah setiap hari.,"lumakad, pumunta, gumalaw",Pumapasok ako sa paaralan araw-araw.,gör,"does, performs, executes ",Vad gör du?,What are you doing?,gjorde," did, performed, executed ",Jag gjorde läxan.,I did the homework.,gjort," done, performed, executed",Vad har du gjort?,What have you done?,89
Kelly List,A1,1 to 100,Verb,Att Ha,Jag vill ha en kopp kaffe.,"have, possess, own",I want to have a cup of coffee.,,,,,,,,,,,,,,,,,,,,,,,har,"have, own, possess ",Jag har en hund.,I have a dog.,hade," had, owned, held ",Jag hade en hund.,I had a dog.,haft," had, possessed, kept",Jag har haft en hund.,I have had a dog.,90
Kelly List,A1,1 to 100,Verb,Att Komma,Jag vill komma hem nu.,"come, arrive, reach",I want to come home now.,,,,,,,,,,,,,,,,,,,,,,,kommer,"comes, arrives, reaches ",Han kommer hem nu.,He is coming home now.,kom," came, arrived, reached ",Hon kom till festen igår.,She came to the party yesterday.,kommit," come, arrived, reached",Vi har kommit fram nu.,We have arrived now.,91
Kelly List,A1,1 to 100,Verb,Att Kunna,Det är viktigt att kunna simma.,"can, able, manage",It is important to be able to swim.,,,,,,,,,,,,,,,,,,,,,,,kan,"can, am able to, know how to ",Jag kan simma.,I can swim.,kunde," could, was able to, managed to ",Han kunde inte komma.,He could not come.,kunnat," been able to, managed to, succeeded in",Vi har inte kunnat sova.,We have not been able to sleep.,92
Kelly List,A1,1 to 100,Verb,Att Säga,,"say, state, utter",,"junto a, cerca de, en",Ella vive en un apartamento junto al mar.,کنار، در نزدیکی، دم,او در آپارتمانی در کنار دریا زندگی می‌کند.,"σε, κοντά, δίπλα",Μένει σε ένα διαμέρισμα δίπλα στη θάλασσα.,"біля, коло, при",Вона живе в квартирі біля моря.,"у, возле, около",Она живет в квартире у моря.,"निकट, पास, के किनारे",वह समुद्र के किनारे एक अपार्टमेंट में रहती है।,"কাছে, নিকটে, পাশে",সে সমুদ্রের কাছে একটি অ্যাপার্টমেন্টে থাকে।,"pranë, afër, ngjitur",Ajo banon në një apartament pranë detit.,"yanında, kıyısında, -de",Deniz kenarında bir dairede yaşıyor.,"di, dekat, pada",Dia tinggal di sebuah pangsapuri di tepi laut.,"sa, malapit sa, nasa",Nakatira siya sa isang apartment sa tabi ng dagat.,säger,"says, states, utters ",Vad säger du?,What are you saying?,sade," said, stated, uttered ",Han sade hej.,He said hello.,sagt," said, stated, uttered",Jag har sagt det.,I have said it.,93
Kelly List,A1,1 to 100,Verb,Att Se,,"see, look, observe",,cómo,¿Cómo estás hoy?,چگونه، چطور,امروز چطوری؟,πώς,Πώς είσαι σήμερα,,,,,,,,,,,,,,,,,ser,"see, view, observe ",Jag ser en fågel.,I see a bird.,såg," saw, noticed, spotted ",Han såg en film.,He saw a movie.,sett," seen, witnessed, perceived",Vi har sett huset.,We have seen the house.,94
Kelly List,A1,1 to 100,Verb,Att Skriva,,"write, compose, record",,"diferente, distinto",Los dos hermanos son muy diferentes entre sí.,متفاوت,این دو برادر بسیار با یکدیگر متفاوت هستند.,"διαφορετικός, ανόμοιος, άλλος",Τα δύο αδέρφια είναι πολύ διαφορετικά μεταξύ τους.,"різний, відмінний, несхожий",Два брати дуже різні.,"различный, разный",Два брата очень отличаются друг от друга.,"अलग, भिन्न, असमान",दोनों भाई एक-दूसरे से बहुत अलग हैं।,"ভিন্ন, পৃথক, অসদৃশ",দুই ভাই একে অপরের থেকে খুব আলাদা।,"i ndryshëm, i llojllojshëm, i ndryshueshëm",Dy vëllezërit janë shumë të ndryshëm nga njëri-tjetri.,"farklı, değişik, ayrımlı",İki erkek kardeş birbirlerinden çok farklılar.,"berbeza, lain, berlainan",Kedua-dua saudara itu sangat berbeza antara satu sama lain.,"iba, magkaiba, magkalayo",Ang dalawang magkapatid ay magkaibang-magkaiba sa isa't isa.,skriver,"writes, pens, composes ",Jag skriver ett brev.,I am writing a letter.,skrev," wrote, penned, authored ",Han skrev en bok.,He wrote a book.,skrivit," written, drafted, recorded",Hon har skrivit klart.,She has finished writing.,95
Kelly List,A1,1 to 100,Verb,Att Ta (El. Taga),Jag ska ta bussen till jobbet imorgon.,"take, grab, seize",I am going to take the bus to work tomorrow.,,,,,,,,,,,,,,,,,,,,,,,tar,"takes, grabs, seizes ",Jag tar bussen.,I take the bus.,tog," took, grabbed, seized ",Han tog en bok.,He took a book.,tagit," taken, grabbed, seized",Vi har tagit en kaffe.,We have taken a coffee.,96
Kelly List,A1,1 to 100,Verb,Att Te Sig,Det kan te sig märkligt att han inte ringde.,"seem, appear, look",It may seem strange that he didn't call.,,,,,,,,,,,,,,,,,,,,,,,ter sig,"appears, seems, looks ",Det ter sig vara en bra idé.,It seems to be a good idea.,tedde sig," appeared, seemed, looked ",Det tedde sig vara svårt.,It seemed to be difficult.,tett sig," appeared, seemed, looked",Det har tett sig naturligt.,It has seemed natural.,97
Kelly List,A1,1 to 100,Verb,Att Unna,,"treat, indulge, afford",,"recibir, obtener, conseguir",Recibí un regalo de mi amigo.,گرفتن، دریافت کردن، به دست آوردن,من یک هدیه از دوستم دریافت کردم.,"λαμβάνω, παίρνω, αποκτώ",Πήρα ένα δώρο από τον φίλο μου.,"отримувати, одержувати, діставати",Я отримав подарунок від свого друга.,"получать, получить, доставать",Я получил подарок от своего друга.,"पाना, प्राप्त करना, मिलना",मुझे अपने दोस्त से एक उपहार मिला।,"পাওয়া, গ্রহণ করা, লাভ করা",আমি আমার বন্ধুর কাছ থেকে একটি উপহার পেয়েছি।,"marr, marr, fitoj",Mora një dhuratë nga miku im.,"almak, elde etmek, edinmek",Arkadaşımdan bir hediye aldım.,"mendapat, menerima, memperoleh",Saya menerima hadiah daripada rakan saya.,"makuha, tumanggap, magtamo",Nakatanggap ako ng regalo mula sa aking kaibigan.,unnar,"grants, allows, bestows ",Jag unnar mig en glass.,I treat myself to an ice cream.,unnade," granted, allowed, bestowed ",Hon unnade sig en semester.,She treated herself to a vacation.,unnat," granted, allowed, bestowed",Han har unnat sig nya skor.,He has treated himself to new shoes.,98
Kelly List,A1,1 to 100,Verb,Att Vara (Vardagl. Va),Det är roligt att vara här.,"be, exist, remain",It is fun to be here.,,,,,,,,,,,,,,,,,,,,,,,är,"is, exist, represent ",Jag är glad idag.,I am happy today.,var," was, existed, lasted ",Han var hemma igår.,He was home yesterday.,varit," been, existed, stayed",Vi har varit i Sverige.,We have been to Sweden.,99
