Source,Subtopic1,Subtopic2,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example
Rivstart B1+B2,Ordkort,Kapitel 1,tystlåten,Han är en tystlåten person som inte säger så mycket.,"quiet, silent, reserved",He is a quiet person who doesn't say much.,Taciturno,Es una persona tranquila que no habla mucho.,کم حرف,او آدم ساکتی است که زیاد حرف نمی‌زند.,Ολιγόλογος,Είναι ένας ήσυχος άνθρωπος που δεν λέει πολλά.,Мовчазний,"Він тиха людина, яка багато не говорить.",Молчаливый,Он тихий и немногословный человек.,अल्पभाषी,वह एक शांत व्यक्ति है जो ज्यादा कुछ नहीं बोलता।,নীরব,সে একজন শান্ত মানুষ যে বেশি কথা বলে না।,I heshtur,Ai është një person i qetë që nuk thotë shumë.,Suskun,"Çok konuşmayan, sessiz bir insandır.",Pendiam,Dia seorang yang pendiam yang tidak banyak cakap.,Tahimik,Tahimik siyang tao na hindi masyadong nagsasalita.
Rivstart B1+B2,Ordkort,Kapitel 1,egentligen,"Jag ser glad ut, men egentligen är jag ganska orolig.","actually, really, in fact","I look happy, but actually I am quite worried.",en realidad,"Parezco feliz, pero en realidad estoy bastante preocupado.",واقعاً,من خوشحال به نظر می‌رسم، اما در واقع خیلی نگرانم.,πραγματικά,"Φαίνομαι χαρούμενος, αλλά στην πραγματικότητα είμαι αρκετά ανήσυχος.",справді,"Я виглядаю щасливим, але насправді я дуже хвилююся.",Действительно,"Я выгляжу счастливой, но на самом деле я очень обеспокоена.",वास्तव में,"मैं खुश दिख रहा हूं, लेकिन वास्तव में मैं काफी चिंतित हूं।",সত্যিই,"আমি খুশি দেখাচ্ছি, কিন্তু আসলে আমি বেশ চিন্তিত।",me të vërtetë,"Dukem i lumtur, por në fakt jam mjaft i shqetësuar.",Gerçekten,Mutlu görünüyorum ama aslında oldukça endişeliyim.,sungguh,"Saya nampak gembira, tetapi sebenarnya saya agak risau.",talaga,"Mukha naman akong masaya, pero sa totoo lang kinakabahan ako."
Rivstart B1+B2,Ordkort,Kapitel 1,annars,"Skynda dig, annars kommer vi för sent!","otherwise, or else","Hurry up, otherwise we will be late!",de lo contrario,"Date prisa, ¡llegaremos tarde!",در غیر این صورت,عجله کن، وگرنه دیرمان می‌شود!,αλλιώς,"Βιαστείτε, αλλιώς θα αργήσουμε!",інакше,"Поспішайте, інакше ми запізнимося!",в противном случае,"Поторопитесь, иначе мы опоздаем!",अन्यथा,"जल्दी करो, वरना हमें देर हो जाएगी!",অন্যথায়,"তাড়াতাড়ি করো, নাহলে দেরি হয়ে যাবে!",përndryshe,"Nxitoni, përndryshe do të vonohemi!",aksi takdirde,"Acele edin, yoksa geç kalacağız!",sebaliknya,"Cepat, kalau tidak kita lambat!",kung hindi,"Bilisan mo, baka ma-late tayo!"
Rivstart B1+B2,Ordkort,Kapitel 1,bredvid,Han satte sig bredvid mig på bussen.,"beside, next to",He sat next to me on the bus.,próximo,Se sentó a mi lado en el autobús.,بعدی,توی اتوبوس کنارم نشست.,επόμενος,Κάθισε δίπλα μου στο λεωφορείο.,далі,Він сів поруч зі мною в автобусі.,следующий,В автобусе он сидел рядом со мной.,अगला,वह बस में मेरे बगल में बैठा।,পরবর্তী,বাসে সে আমার পাশে বসেছিল।,tjetër,Ai u ul pranë meje në autobus.,Sonraki,Otobüste yanıma oturdu.,seterusnya,Dia duduk di sebelah saya di dalam bas.,susunod,Umupo siya sa tabi ko sa bus.
Rivstart B1+B2,Ordkort,Kapitel 1,förr,Förr i tiden fanns det inga mobiltelefoner.,"formerly, before, previously","Formerly, there were no mobile phones.",antes,En el pasado no había teléfonos móviles.,قبل از,در گذشته تلفن همراه وجود نداشت.,προτού,"Στο παρελθόν, δεν υπήρχαν κινητά τηλέφωνα.",перед,У минулому не було мобільних телефонів.,до,Раньше не было мобильных телефонов.,पहले,अतीत में मोबाइल फोन नहीं थे।,আগে,আগে মোবাইল ফোন ছিল না।,para,"Në të kaluarën, nuk kishte telefona celularë.",önce,Eskiden cep telefonu yoktu.,sebelum ini,Dahulu tiada telefon bimbit.,dati,"Dati, walang cellphone."
Rivstart B1+B2,Ordkort,Kapitel 1,inte heller,"Han gillar inte kaffe, och inte heller te.","not... either, neither","He doesn't like coffee, and not tea either.",ni,No le gusta el café ni el té.,و نه,او نه قهوه دوست دارد و نه چای.,ούτε,"Δεν του αρέσει ούτε ο καφές, ούτε το τσάι.",ні,"Він не любить каву, ані чай.",ни,"Он не любит ни кофе, ни чай.",और न,"उसे न तो कॉफी पसंद है, न ही चाय।",না,"সে কফিও পছন্দ করে না, চাও না।",as,"Ai nuk e pëlqen kafenë, as çajin.",ne de,"Kahveyi de sevmez, çayı da.",mahupun,"Dia tidak suka kopi, mahupun teh.",hindi rin,"Hindi siya mahilig sa kape, ni tsaa."
Rivstart B1+B2,Ordkort,Kapitel 1,i början,"I början var det svårt, men nu går det bättre.","in the beginning, at first","In the beginning it was difficult, but now it's going better.",al principio,"Al principio fue difícil, pero ahora va mejor.",در آغاز,اولش سخت بود، اما الان اوضاع بهتر شده.,στην αρχή,"Ήταν δύσκολο στην αρχή, αλλά τώρα τα πράγματα πάνε καλύτερα.",на початку,"Спочатку було важко, але зараз все йде краще.",в начале,"Сначала было трудно, но сейчас всё идёт лучше.",शुरू में,"पहले तो यह मुश्किल था, लेकिन अब सब बेहतर हो रहा है।",শুরুতে,"প্রথমে কষ্ট হচ্ছিল, কিন্তু এখন ভালো হচ্ছে।",në fillim,"Në fillim ishte e vështirë, por tani po bëhet më mirë.",başlangıçta,İlk başlarda zordu ama şimdi daha iyi gidiyor.,pada permulaannya,"Ia sukar pada mulanya, tetapi kini ia menjadi lebih baik.",sa simula,"Mahirap noong una, ngunit ngayon ay nagiging mas mabuti."
Rivstart B1+B2,Ordkort,Kapitel 1,en sväng,Bilen tog en skarp sväng till vänster.,"a turn, a curve, a short trip",The car made a sharp turn to the left.,un giro,El coche hizo un giro brusco hacia la izquierda.,یک نوبت,ماشین با سرعت زیادی به سمت چپ پیچید.,μια στροφή,Το αυτοκίνητο πήρε μια απότομη στροφή προς τα αριστερά.,поворот,Машина різко повернула ліворуч.,поворот,Машина резко повернула налево.,एक मोड़,कार ने बायीं ओर तीव्र मोड़ ले लिया।,একটি পালা,গাড়িটি বাম দিকে তীব্র বাঁক নিল।,një kthesë,Makina mori një kthesë të mprehtë majtas.,bir dönüş,Araba sola doğru keskin bir dönüş yaptı.,satu giliran,Kereta itu membelok tajam ke kiri.,isang pagliko,Biglang lumiko ang sasakyan sa kaliwa.
Rivstart B1+B2,Ordkort,Kapitel 1,(en) friidrott,"Han tävlar i friidrott, särskilt 100-meterslöpning.","athletics, track and field","He competes in athletics, especially the 100-meter dash.",(a) atletismo,"Compite en atletismo, especialmente en los 100 metros lisos.",(الف) ورزش,او در رشته دو و میدانی، به ویژه دو ۱۰۰ متر، فعالیت دارد.,(α) αθλητισμός,"Αγωνίζεται στον στίβο, ειδικά στα 100 μέτρα.",а) легка атлетика,"Він змагається з легкої атлетики, особливо з бігу на 100 метрів.",(а) легкая атлетика,"Он занимается легкой атлетикой, особенно бегом на 100 метров.",(क) एथलेटिक्स,"वह ट्रैक और फील्ड में प्रतिस्पर्धा करते हैं, विशेषकर 100 मीटर दौड़ में।",(ক) অ্যাথলেটিক্স,"সে ট্র্যাক অ্যান্ড ফিল্ডে প্রতিযোগিতা করে, বিশেষ করে ১০০ মিটার দৌড়ে।",(a) atletikë,"Ai garon në atletikë, veçanërisht në vrapimin 100 metra.",(a) atletizm,"Atletizmde, özellikle 100 metre koşusunda yarışıyor.",(a) olahraga,"Dia bertanding dalam trek dan padang, terutamanya acara lari 100 meter.",(a) athletics,"Siya ay nakikipagkumpitensya sa track at field, lalo na ang 100-meter dash."
Rivstart B1+B2,Ordkort,Kapitel 1,(en) avkoppling,En bra bok är min favoritform av avkoppling.,"relaxation, unwinding, recreation",A good book is my favorite form of relaxation.,(a) relajación,Un buen libro es mi forma favorita de relajación.,(الف) آرامش,یک کتاب خوب، شکل مورد علاقه‌ی من برای آرامش است.,(α) χαλάρωση,Ένα καλό βιβλίο είναι η αγαπημένη μου μορφή χαλάρωσης.,(а) релаксація,Гарна книга – мій улюблений вид релаксації.,(а) релаксация,Хорошая книга — мой любимый вид отдыха.,(क) विश्राम,एक अच्छी किताब विश्राम का मेरा पसंदीदा साधन है।,(ক) শিথিলকরণ,একটি ভালো বই আমার প্রিয় বিনোদনের মাধ্যম।,(a) relaksim,Një libër i mirë është forma ime e preferuar e relaksimit.,(a) gevşeme,İyi bir kitap benim en sevdiğim rahatlama biçimidir.,(a) kelonggaran,Buku yang bagus adalah bentuk relaksasi kegemaran saya.,(a) pagpapahinga,Ang isang magandang libro ay ang aking paboritong paraan ng pagpapahinga.
Rivstart B1+B2,Ordkort,Kapitel 1,en egenskap,En bra egenskap hos en vän är ärlighet.,"a quality, a characteristic, a trait",A good quality in a friend is honesty.,una propiedad,Una buena cualidad en un amigo es la honestidad.,یک ملک,یکی از صفات خوب در یک دوست، صداقت است.,ένα ακίνητο,Μια καλή ιδιότητα σε έναν φίλο είναι η ειλικρίνεια.,власність,Гарна якість друга — це чесність.,недвижимость,Хорошее качество друга — честность.,एक संपत्ति,एक मित्र का अच्छा गुण ईमानदारी है।,একটি সম্পত্তি,বন্ধুর একটা ভালো গুণ হলো সততা।,një pronë,Një cilësi e mirë tek një mik është ndershmëria.,bir mülk,Bir arkadaşta bulunması gereken en önemli özellik dürüstlüktür.,sesuatu harta,Kualiti yang baik dalam seorang kawan ialah kejujuran.,isang ari-arian,Ang isang magandang katangian sa isang kaibigan ay katapatan.
Rivstart B1+B2,Ordkort,Kapitel 1,en gräns,Vi måste passera gränsen till Tyskland.,"a border, a limit, a boundary",We have to cross the border to Germany.,una frontera,Tenemos que cruzar la frontera hacia Alemania.,یک مرز,ما باید از مرز عبور کنیم و وارد آلمان شویم.,ένα σύνορο,Πρέπει να περάσουμε τα σύνορα με τη Γερμανία.,кордон,Нам потрібно перетнути кордон з Німеччиною.,граница,Нам нужно пересечь границу с Германией.,कोई सीमा,हमें जर्मनी की सीमा पार करनी है।,একটি সীমানা,আমাদের সীমান্ত পার হয়ে জার্মানিতে যেতে হবে।,një kufi,Duhet të kalojmë kufirin për në Gjermani.,bir sınır,Almanya sınırını geçmemiz gerekiyor.,sebuah sempadan,Kita perlu menyeberangi sempadan ke Jerman.,isang hangganan,Kailangan nating tumawid sa hangganan patungo sa Alemanya.
Rivstart B1+B2,Ordkort,Kapitel 1,en hantel,Han lyfte en tung hantel med en arm.,a dumbbell,He lifted a heavy dumbbell with one arm.,una mancuerna,Levantó una pesada mancuerna con un brazo.,یک دمبل,او یک دمبل سنگین را با یک دست بلند کرد.,ένας αλτήρας,Σήκωσε έναν βαρύ αλτήρα με το ένα χέρι.,гантель,Він підняв важку гантель однією рукою.,гантель,Он поднял тяжелую гантель одной рукой.,एक डम्बल,उसने एक हाथ से भारी डम्बल उठाया।,একটি ডাম্বেল,সে এক হাত দিয়ে একটা ভারী ডাম্বেল তুলল।,një trap,Ai ngriti një trap të rëndë me njërën krah.,bir dambıl,Ağır bir dambılı tek koluyla kaldırdı.,dumbbell,Dia mengangkat dumbbell berat dengan sebelah tangan.,isang dumbbell,Itinaas niya ang isang mabigat na dumbbell gamit ang isang braso.
Rivstart B1+B2,Ordkort,Kapitel 1,en hjälm,Glöm inte din hjälm när du cyklar!,a helmet,Don't forget your helmet when you cycle!,un casco,¡No olvides tu casco cuando montes en bicicleta!,کلاه ایمنی,موقع دوچرخه سواری کلاه ایمنی یادتون نره!,ένα κράνος,Μην ξεχνάτε το κράνος σας όταν κάνετε ποδήλατο!,шолом,"Не забувайте шолом, коли їздите на велосипеді!",шлем,"Не забывайте шлем, когда едете на велосипеде!",हेलमेट,बाइक चलाते समय हेलमेट पहनना न भूलें!,একটি হেলমেট,বাইক চালানোর সময় হেলমেট ভুলবেন না!,një helmetë,Mos harroni helmetën kur ngisni biçikletën!,bir kask,Bisiklete binerken kaskınızı takmayı unutmayın!,topi keledar,Jangan lupa topi keledar anda apabila anda menunggang basikal anda!,isang helmet,Huwag kalimutan ang iyong helmet kapag sumakay ka ng iyong bike!
Rivstart B1+B2,Ordkort,Kapitel 1,en idrott,Fotboll är en mycket populär idrott i Sverige.,"a sport, athletics",Football is a very popular sport in Sweden.,un deporte,El fútbol es un deporte muy popular en Suecia.,یک ورزش,فوتبال در سوئد ورزشی بسیار محبوب است.,ένα άθλημα,Το ποδόσφαιρο είναι ένα πολύ δημοφιλές άθλημα στη Σουηδία.,вид спорту,Футбол — дуже популярний вид спорту у Швеції.,спорт,Футбол — очень популярный вид спорта в Швеции.,एक खेल,स्वीडन में फुटबॉल एक बहुत लोकप्रिय खेल है।,একটি খেলা,সুইডেনে ফুটবল খুবই জনপ্রিয় একটি খেলা।,një sport,Futbolli është një sport shumë i popullarizuar në Suedi.,bir spor,Futbol İsveç'te çok popüler bir spordur.,satu sukan,Bola sepak adalah sukan yang sangat popular di Sweden.,isang isport,Ang football ay isang napaka-tanyag na isport sa Sweden.
Rivstart B1+B2,Ordkort,Kapitel 1,en inredning,De har en väldigt modern inredning hemma.,"an interior, decor, furnishings",They have a very modern interior at home.,un diseño de interiores,Tienen un diseño interior muy moderno en casa.,یک طراحی داخلی,آنها طراحی داخلی بسیار مدرنی در خانه دارند.,ένα εσωτερικό σχέδιο,Έχουν ένα πολύ μοντέρνο εσωτερικό σχεδιασμό στο σπίτι.,дизайн інтер'єру,У них дуже сучасний дизайн інтер'єру вдома.,дизайн интерьера,У них дома очень современный дизайн интерьера.,एक आंतरिक डिजाइन,उनके घर का इंटीरियर डिजाइन बहुत आधुनिक है।,একটি অভ্যন্তরীণ নকশা,তাদের বাড়িতে খুবই আধুনিক ইন্টেরিয়র ডিজাইন রয়েছে।,një dizajn të brendshëm,Ata kanë një dizajn të brendshëm shumë modern në shtëpi.,bir iç tasarım,Evin iç tasarımı oldukça modern.,sebuah reka bentuk dalaman,Mereka mempunyai reka bentuk dalaman yang sangat moden di rumah.,isang panloob na disenyo,Mayroon silang napakamodernong interior design sa bahay.
Rivstart B1+B2,Ordkort,Kapitel 1,en koja,Barnen byggde en koja i skogen.,"a hut, a cabin, a den",The children built a hut in the woods.,una choza,Los niños construyeron una choza en el bosque.,یک کلبه,بچه‌ها در جنگل کلبه‌ای ساختند.,μια καλύβα,Τα παιδιά έχτισαν μια καλύβα στο δάσος.,хатина,Діти збудували хатину в лісі.,хижина,Дети построили хижину в лесу.,एक झोपड़ी,बच्चों ने जंगल में एक झोपड़ी बनाई।,একটি কুঁড়েঘর,বাচ্চারা জঙ্গলে একটি কুঁড়েঘর তৈরি করেছিল।,një kasolle,Fëmijët ndërtuan një kasolle në pyll.,bir kulübe,Çocuklar ormanın içine bir kulübe yaptılar.,sebuah pondok,Kanak-kanak membina pondok di dalam hutan.,isang kubo,Nagtayo ng kubo ang mga bata sa kagubatan.
Rivstart B1+B2,Ordkort,Kapitel 1,(en) längdskidåkning,Längdskidåkning är en populär vintersport.,cross-country skiing,Cross-country skiing is a popular winter sport.,(a) esquí de fondo,El esquí de fondo es un deporte de invierno muy popular.,الف) اسکی صحرایی,اسکی کراس کانتری یک ورزش زمستانی محبوب است.,(α) σκι αντοχής,Το σκι αντοχής είναι ένα δημοφιλές χειμερινό άθλημα.,(a) лижні перегони,Лижні перегони – популярний зимовий вид спорту.,(а) беговые лыжи,Беговые лыжи — популярный зимний вид спорта.,(ए) क्रॉस-कंट्री स्कीइंग,क्रॉस-कंट्री स्कीइंग एक लोकप्रिय शीतकालीन खेल है।,(ক) ক্রস-কান্ট্রি স্কিইং,ক্রস-কান্ট্রি স্কিইং একটি জনপ্রিয় শীতকালীন খেলা।,(a) skijim në terren të hapur,Skijimi në terren të hapur është një sport dimëror popullor.,(a) kros kayağı,Kros kayağı popüler bir kış sporudur.,(a) bermain ski merentas desa,Ski merentas desa ialah sukan musim sejuk yang popular.,(a) cross-country skiing,Ang cross-country skiing ay isang sikat na winter sport.
Rivstart B1+B2,Ordkort,Kapitel 1,(en) läsk,Jag tar gärna en kall läsk till maten.,"a soft drink, a soda, pop",I'd gladly have a cold soda with the food.,(a) refresco,Me gusta tomar un refresco frío con mi comida.,(الف) نوشابه,من دوست دارم همراه غذام یه نوشیدنی خنک و گازدار بخورم.,(α) αναψυκτικό,Μου αρέσει να πίνω ένα κρύο αναψυκτικό με το γεύμα μου.,(а) безалкогольний напій,Я люблю випити холодний безалкогольний напій до їжі.,(а) безалкогольный напиток,Мне нравится запивать еду прохладительным газированным напитком.,(शीतल पेय,मैं भोजन के साथ ठंडा शीतल पेय पीना पसंद करता हूँ।,(ক) কোমল পানীয়,আমি খাবারের সাথে ঠান্ডা কোমল পানীয় খেতে পছন্দ করি।,(a) pije freskuese,Më pëlqen të pi një pije të ftohtë joalkoolike me vaktin tim.,(a) meşrubat,Yemeğimin yanında soğuk bir meşrubat içmeyi severim.,(a) minuman ringan,Saya suka minum minuman ringan sejuk dengan hidangan saya.,(a) malambot na inumin,Gusto kong uminom ng malamig na soft drink kasama ng aking pagkain.
Rivstart B1+B2,Ordkort,Kapitel 1,en medlem,Hon är medlem i en bokklubb.,"a member, an associate",She is a member of a book club.,un miembro,Ella es miembro de un club de lectura.,یک عضو,او عضو یک باشگاه کتابخوانی است.,ένα μέλος,Είναι μέλος μιας λέσχης βιβλίου.,член,Вона є членом книжкового клубу.,член,Она является членом книжного клуба.,एक सदस्य,वह एक पुस्तक क्लब की सदस्य हैं।,একজন সদস্য,সে একটি বই ক্লাবের সদস্য।,një anëtar,Ajo është anëtare e një klubi libri.,bir üye,Bir kitap kulübünün üyesidir.,seorang ahli,Dia adalah ahli kelab buku.,isang miyembro,Miyembro siya ng isang book club.
Rivstart B1+B2,Ordkort,Kapitel 1,en runda,Läkaren gör sin runda på sjukhuset.,"a round, a lap, a tour",The doctor is making his round at the hospital.,alrededor,El médico está haciendo sus rondas en el hospital.,یک دور,دکتر در حال ویزیت بیماران در بیمارستان است.,ένας γύρος,Ο γιατρός κάνει τις επισκέψεις του στο νοσοκομείο.,раунд,Лікар робить обхід у лікарні.,вокруг,Врач совершает обход в больнице.,आस-पास,डॉक्टर अस्पताल में अपना राउंड कर रहे हैं।,এক রাউন্ড,ডাক্তার হাসপাতালে ঘুরঘুর করছেন।,një raund,Doktori po bën vizitat e tij në spital.,etrafında,Doktor hastanede tur atıyor.,satu pusingan,Doktor sedang membuat pusingan di hospital.,isang bilog,Ang doktor ay nagpapaikot-ikot sa ospital.
Rivstart B1+B2,Ordkort,Kapitel 1,en undersökning,Polisen startade en undersökning av brottet.,"an investigation, a survey, an examination",The police started an investigation of the crime.,una encuesta,La policía inició una investigación sobre el crimen.,یک نظرسنجی,پلیس تحقیقات خود را در مورد این جنایت آغاز کرد.,μια έρευνα,Η αστυνομία ξεκίνησε έρευνα για το έγκλημα.,опитування,Поліція розпочала розслідування злочину.,опрос,Полиция начала расследование преступления.,एक सर्वेक्षण,पुलिस ने अपराध की जांच शुरू कर दी है।,একটি জরিপ,পুলিশ অপরাধের তদন্ত শুরু করেছে।,një sondazh,Policia nisi një hetim për krimin.,bir anket,"Polis, olayla ilgili soruşturma başlattı.",satu tinjauan,Polis melancarkan siasatan ke atas jenayah itu.,isang survey,Naglunsad ng imbestigasyon ang pulisya sa krimen.
Rivstart B1+B2,Ordkort,Kapitel 1,en utrustning,De behöver ny utrustning till gymmet.,"equipment, gear, outfit",They need new equipment for the gym.,una pieza de equipo,Necesitan nuevos equipos para el gimnasio.,یک قطعه تجهیزات,آنها به تجهیزات جدید برای باشگاه ورزشی نیاز دارند.,ένα κομμάτι εξοπλισμού,Χρειάζονται νέο εξοπλισμό για το γυμναστήριο.,обладнання,Їм потрібне нове обладнання для спортзалу.,часть оборудования,Им нужно новое оборудование для спортзала.,उपकरण का एक टुकड़ा,उन्हें जिम के लिए नए उपकरणों की आवश्यकता है।,এক টুকরো সরঞ্জাম,তাদের জিমের জন্য নতুন সরঞ্জামের প্রয়োজন।,një pajisje,Ata kanë nevojë për pajisje të reja për palestrën.,bir ekipman parçası,Spor salonu için yeni ekipmanlara ihtiyaçları var.,sekeping peralatan,Mereka memerlukan peralatan baru untuk gim.,isang piraso ng kagamitan,Kailangan nila ng mga bagong kagamitan para sa gym.
Rivstart B1+B2,Ordkort,Kapitel 1,en utställning,Vi såg en intressant konstutställning på museet.,"an exhibition, a show, a display",We saw an interesting art exhibition at the museum.,una exposición,Vimos una interesante exposición de arte en el museo.,یک نمایشگاه,ما در موزه یک نمایشگاه هنری جالب دیدیم.,μια έκθεση,Είδαμε μια ενδιαφέρουσα έκθεση τέχνης στο μουσείο.,виставка,Ми побачили цікаву художню виставку в музеї.,выставка,Мы посмотрели интересную художественную выставку в музее.,एक प्रदर्शनी,हमने संग्रहालय में एक दिलचस्प कला प्रदर्शनी देखी।,একটি প্রদর্শনী,আমরা জাদুঘরে একটি আকর্ষণীয় শিল্প প্রদর্শনী দেখেছি।,një ekspozitë,Ne pamë një ekspozitë interesante arti në muze.,bir sergi,Müzede ilginç bir sanat sergisi gördük.,sebuah pameran,Kami melihat pameran seni yang menarik di muzium.,isang eksibisyon,Nakakita kami ng isang kawili-wiling eksibisyon ng sining sa museo.
Rivstart B1+B2,Ordkort,Kapitel 1,ett ansvar,Det är ditt ansvar att se till att dörren är låst.,"a responsibility, an onus",It is your responsibility to make sure the door is locked.,una responsabilidad,Es su responsabilidad asegurarse de que la puerta esté cerrada.,یک مسئولیت,مسئولیت اطمینان از قفل بودن درب بر عهده شماست.,μια ευθύνη,Είναι δική σας ευθύνη να βεβαιωθείτε ότι η πόρτα είναι κλειδωμένη.,відповідальність,"Це ваш обов'язок переконатися, що двері замкнені.",ответственность,"Вы несете ответственность за то, чтобы дверь была заперта.",एक ज़िम्मेदारी,यह सुनिश्चित करना आपकी जिम्मेदारी है कि दरवाज़ा बंद है।,একটি দায়িত্ব,দরজাটি তালাবদ্ধ আছে কিনা তা নিশ্চিত করার দায়িত্ব আপনার।,një përgjegjësi,Është përgjegjësia juaj të siguroheni që dera është e mbyllur.,bir sorumluluk,Kapının kilitli olduğundan emin olmak sizin sorumluluğunuzdadır.,satu tanggungjawab,Adalah menjadi tanggungjawab anda untuk memastikan pintu dikunci.,isang responsibilidad,Responsibilidad mong tiyakin na naka-lock ang pinto.
Rivstart B1+B2,Ordkort,Kapitel 1,ett avtal,Båda parter måste skriva under avtalet.,"an agreement, a contract, a deal",Both parties must sign the agreement.,un acuerdo,Ambas partes deben firmar el acuerdo.,یک توافق,هر دو طرف باید توافق‌نامه را امضا کنند.,μια συμφωνία,Και τα δύο μέρη πρέπει να υπογράψουν τη συμφωνία.,угода,Обидві сторони повинні підписати угоду.,соглашение,Соглашение должно быть подписано обеими сторонами.,एक समझौते,दोनों पक्षों को समझौते पर हस्ताक्षर करना होगा।,একটি চুক্তি,উভয় পক্ষকেই চুক্তিতে স্বাক্ষর করতে হবে।,një marrëveshje,Të dyja palët duhet ta nënshkruajnë marrëveshjen.,bir anlaşma,Anlaşmanın her iki tarafça imzalanması gerekiyor.,satu perjanjian,Kedua-dua pihak mesti menandatangani perjanjian.,isang kasunduan,Ang magkabilang panig ay dapat pumirma sa kasunduan.
Rivstart B1+B2,Ordkort,Kapitel 1,(ett) friluftsliv,För många är friluftsliv det bästa sättet att koppla av.,"outdoor life, open-air life","For many, outdoor life is the best way to relax.",(a) vida al aire libre,"Para muchos, las actividades al aire libre son la mejor manera de relajarse.",الف) زندگی در فضای باز,برای بسیاری، فعالیت‌های بیرون از منزل بهترین راه برای استراحت است.,(α) ζωή στην ύπαιθρο,"Για πολλούς, οι υπαίθριες δραστηριότητες είναι ο καλύτερος τρόπος χαλάρωσης.",(a) життя на свіжому повітрі,Для багатьох активний відпочинок на свіжому повітрі – це найкращий спосіб розслабитися.,(а) жизнь на открытом воздухе,Для многих отдых на свежем воздухе — лучший способ расслабиться.,(क) बाहरी जीवन,"कई लोगों के लिए, बाहरी गतिविधियाँ आराम करने का सबसे अच्छा तरीका हैं।",(ক) বহিরঙ্গন জীবন,"অনেকের কাছে, বাইরের কার্যকলাপই আরাম করার সর্বোত্তম উপায়।",(a) jeta në natyrë,"Për shumë njerëz, aktivitetet në natyrë janë mënyra më e mirë për t'u çlodhur.",(a) açık hava yaşamı,Birçok kişi için açık hava aktiviteleri rahatlamanın en iyi yoludur.,(a) kehidupan luar,"Bagi kebanyakan orang, aktiviti luar adalah cara terbaik untuk berehat.",(a) buhay sa labas,"Para sa marami, ang mga panlabas na aktibidad ay ang pinakamahusay na paraan upang makapagpahinga."
Rivstart B1+B2,Ordkort,Kapitel 1,ett hushållsarbete,Att dammsuga är tråkigt hushållsarbete.,"housework, a household chore",Vacuuming is boring housework.,una tarea doméstica,Pasar la aspiradora es una tarea doméstica aburrida.,یک کار خانه,جاروبرقی کشیدن یک کار خانگی خسته کننده است.,μια οικιακή εργασία,Το σκούπισμα με ηλεκτρική σκούπα είναι μια βαρετή οικιακή δουλειά.,домашня робота,Пилососити – це нудна домашня робота.,работа по дому,Уборка пылесосом — скучное домашнее занятие.,घर का काम,वैक्यूमिंग एक उबाऊ घरेलू काम है।,একটি গৃহকর্ম,ভ্যাকুয়াম পরিষ্কার করা একটি বিরক্তিকর গৃহস্থালির কাজ।,një punë shtëpie,Pastrimi me fshesë me korrent është një punë e mërzitshme shtëpiake.,bir ev işi,Elektrikli süpürgeyle temizlik yapmak sıkıcı bir ev işidir.,kerja rumah,Memvakum adalah kerja rumah yang membosankan.,isang gawaing bahay,Ang pag-vacuum ay isang nakakainip na gawaing bahay.
Rivstart B1+B2,Ordkort,Kapitel 1,ett lag,Vilket lag hejar du på i fotboll?,"a team, a squad",Which team do you root for in football?,un equipo,¿A qué equipo de fútbol animas?,یک تیم,طرفدار کدام تیم فوتبال هستید؟,μια ομάδα,Ποια ποδοσφαιρική ομάδα υποστηρίζετε;,команда,За яку футбольну команду ти вболіваєш?,команда,За какую футбольную команду вы болеете?,एक टीम,आप किस फुटबॉल टीम का समर्थन करते हैं?,একটি দল,তুমি কোন ফুটবল দলের জন্য উৎসাহিত হও?,një ekip,Për cilin ekip futbolli bëni tifo?,bir takım,Hangi futbol takımını tutuyorsun?,sebuah pasukan,Pasukan bola sepak mana yang anda ceriakan?,isang pangkat,Aling koponan ng football ang iyong pinasaya?
Rivstart B1+B2,Ordkort,Kapitel 1,ett lopp,Hon tränar för att springa ett maratonlopp.,"a race, a run",She is training to run a marathon race.,una carrera,Ella está entrenando para correr un maratón.,یک مسابقه,او در حال تمرین برای دویدن در ماراتن است.,ένας αγώνας,Προπονείται για να τρέξει μαραθώνιο.,гонка,"Вона тренується, щоб пробігти марафон.",гонка,Она готовится пробежать марафон.,एक दौड़,वह मैराथन दौड़ने के लिए प्रशिक्षण ले रही है।,একটি জাতি,সে ম্যারাথন দৌড়ানোর জন্য প্রশিক্ষণ নিচ্ছে।,një garë,Ajo po stërvitet për të vrapuar në një maratonë.,bir yarış,Maraton koşmak için antrenman yapıyor.,satu perlumbaan,Dia sedang berlatih untuk berlari maraton.,isang lahi,Nagsasanay siyang magpatakbo ng marathon.
