Source,Subtopic1,Subtopic2,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example
Ingrid,Repetitionstest,19th Nov,ett brott,Han begick ett brott och blev straffad,a crime / an offense / a transgression,He committed a crime and was punished,un crimen / delito / ofensa,Él cometió un crimen y fue castigado,جنایت / تخلف,او مرتکب جرمی شد و مجازات شد,έγκλημα / παράβαση / αδίκημα,Διέπραξε έγκλημα και τιμωρήθηκε,злочин / перелом,Він скоїв злочин і був покараний,преступление / правонарушение,Он совершил преступление и был наказан.,अपराध / जुर्म / गुनाह,उसने एक अपराध किया और उसे सज़ा मिली।,অপরাধ / দোষ / পাপ,সে একটি অপরাধ করেছিল এবং তাকে শাস্তি দেওয়া হয়েছিল,një krim: vepër / faj,Ai kreu një krim dhe u dënua.,suç / cürüm,Bir suç işledi ve cezalandırıldı,jenayah / kejahatan / kesalahan,Dia melakukan jenayah dan dihukum,Krimen / Paglabag,Siya ay nagkasala at pinarusahan.
Ingrid,Repetitionstest,19th Nov,stick! sticka / sticker / stack / stuckit (4),Jag vill sticka nu,to stab/to pierce / to jab / to poke,I want to leave now,picar / perforar,Quiero irme ahora,تکّهٔ چوب / چوب,من الان می خواهم بروم.,κολλάω / ραβδί,Θέλω να φύγω τώρα.,колоти / проколювати / штрикати,Я хочу піти зараз,колоть / протыкать / воткнуть,Я хочу вязать сейчас,भोंकना / चुभाना / छेदना,मैं अभी जाना चाहता हूँ।,চলে যাও / সটকে পড়া / কেটে পড়া,আমি এখন যেতে চাই,fus / shpoj,Dua të largohem tani,saplamak bıçaklamak / batırmak,Şimdi gitmek istiyorum,cucuk / tikam / tusuk,Saya mahu berlepas sekarang,dumikit / manatili,Gusto ko nang umalis ngayon
Ingrid,Repetitionstest,19th Nov,ett lag,Vi har ett lag som är mycket starkt,a team / a squad / a crew,We have a team that is very strong,un equipo / cuadrilla / dotación,Tenemos un equipo que es muy fuerte,تیم / گروه / دسته,ما یک تیم بسیار قوی داریم,ομάδα / πλήρωμα,Έχουμε μια ομάδα που είναι πολύ δυνατή.,команда / дружина / гурт,У нас дуже сильна команда,команда / бригада,У нас очень сильная команда,एक टीम / एक दल,हमारे पास एक बहुत मजबूत टीम है,একটি দল / সংঘ / গোষ্ঠী,আমাদের একটি খুব শক্তিশালী দল আছে।,një ekip / një skuadër,Ne kemi një ekip që është shumë i fortë,bir takım / ekip,Çok güçlü bir takımımız var.,pasukan / kumpulan / skuad,Kami mempunyai pasukan yang sangat kuat,isang koponan / isang grupo,Mayroon kaming napakalakas na koponan
Ingrid,Repetitionstest,19th Nov,en stöld / -er,Polisen utreder en stöld.,a theft / a larceny / a stealing,The police are investigating a theft.,el robo / el hurto,La policía investiga un robo.,دزدی / سرقت,پلیس در حال تحقیق درباره یک سرقت است.,κλοπή / ληστεία / αφαίρεση,Η αστυνομία ερευνά μια κλοπή.,крадіжка / викрадення / злодійство,Поліція розслідує крадіжку.,кража / воровство,Полиция расследует кражу.,चोरी / डकैती / लूट,पुलिस चोरी की जांच कर रही है।,চুরি / robbery / stealing,পুলিশ একটি চুরি তদন্ত করছে।,vjedhje / grabitje,Policia po heton një vjedhje.,hırsızlık / çalma,Polis bir hırsızlığı araştırıyor.,pencurian / kecurian / rompakan,Polis sedang menyiasat satu rompakan.,pagnanakaw / pagtangay / pandarambong,Iniimbestigahan ng pulisya ang isang pagnanakaw.
Ingrid,Repetitionstest,19th Nov,stjäl! stjäla / stjäl / stal / stulit (4),Han stal en bil,to steal / to pilfer / to thieve,He stole a car,robar / hurtar / sisar,Él robó un coche.,دزدیدن / ربودن,او یک ماشین دزدید,κλέβω / rob / filch,Έκλεψε ένα αυτοκίνητο,красти / викрадати / поцупити,Він викрав автомобіль.,украсть / похищать,Он угнал машину,चुराना / चोरी करना / हरण करना,उसने एक कार चुराई।,চুরি করা / sno / knycka,সে একটি গাড়ি চুরি করেছে,vjedh / grabit,Ai vodhi një makinë,çalmak; sno / knycka,Bir araba çaldı.,mencuri / pilfer / rob,Dia mencuri sebuah kereta,magnakaw / tangayin / dukutin,Ninakaw niya ang isang kotse.
Ingrid,Repetitionstest,19th Nov,däremot,Jag gillar inte fisk däremot äter jag kött.,on the other hand / conversely / however,I don't like fish / however / I eat meat.,sin embargo / por el contrario,No me gusta el pescado / sin embargo / como carne.,با این حال / اما,من ماهی دوست ندارم، اما گوشت می خورم.,αντιθέτως / ωστόσο,Δεν μου αρέσει το ψάρι / ωστόσο τρώω κρέας.,натомість / however / whereas,Я не люблю рибу / проте їм м'ясо.,напротив / однако / зато,Я не люблю рыбу / зато ем мясо.,इसके विपरीत / हालांकि,मुझे मछली पसंद नहीं है / हालाँकि मैं मांस खाता हूँ।,কিন্তু / পক্ষান্তরে,আমি মাছ পছন্দ করি না / তবে আমি মাংস খাই।,megjithatë / në të kundërt,Nuk më pëlqen peshku / por ha mish.,öte yandan / ancak,Balığı sevmiyorum / ancak et yiyorum.,sedangkan / however / conversely,Saya tidak suka ikan / namun saya makan daging.,gayunpaman / samantala,Hindi ko gusto ang isda / gayunpaman / kumakain ako ng karne.
Ingrid,Repetitionstest,19th Nov,ha ansvar för något,Chefen måste ha ansvar för projektet.,to be responsible for something / to be in charge of / to be accountable for,The manager must be responsible for the project.,ser responsable de / responder por,El jefe debe tener responsabilidad por el proyecto.,مسئولیت داشتن / وظیفه,رئیس باید مسئولیت پروژه را بپذیرد.,έχω την ευθύνη / είμαι υπεύθυνος,Ο προϊστάμενος πρέπει να έχει την ευθύνη για το έργο.,нести відповідальність за щось / відповідати / мати на увазі,Керівник повинен нести відповідальність за проєкт.,нести ответственность за что-то / быть ответственным за что-то,Начальник должен нести ответственность за проект.,जिम्मेदार होना / उत्तरदायी होना,बॉस को प्रोजेक्ट की ज़िम्मेदारी लेनी होगी।,দায়িত্বে থাকা / answer for / account for,বসকে প্রকল্পের জন্য দায়বদ্ধ থাকতে হবে।,të jesh përgjegjës për diçka / mbaj përgjegjësi / përgjigjem,Shefi duhet të jetë përgjegjës për projektin.,sorumlu olmak / yükümlü olmak,Yöneticinin projenin sorumluluğunu alması gerekir.,bertanggungjawab atas sesuatu / memikul tanggungjawab / menanggung tanggungjawab,Ketua mesti bertanggungjawab untuk projek itu.,pananagutan / managot,Ang pinuno ay dapat may pananagutan sa proyekto.
Ingrid,Repetitionstest,19th Nov,ett föremål,Jag hittade ett föremål på bordet.,an object / an item / an article,I found an object on the table.,un objeto / cosa / artículo,Encontré un objeto en la mesa.,یک شیء / یک چیز / کالا / مورد,یک شی روی میز پیدا کردم.,αντικείμενο / object / thing,Βρήκα ένα αντικείμενο στο τραπέζι.,об'єкт / предмет / річ,Я знайшов предмет на столі.,предмет / объект,Я нашёл предмет на столе.,एक वस्तु / एक चीज,मुझे मेज पर एक वस्तु मिली।,বস্তু / জিনিস,আমি টেবিলে একটি বস্তু খুঁজে পেয়েছি।,gjë / objekt,Gjeta një send në tavolinë.,Nesne / Cisim,Masada bir nesne buldum.,satu objek / barang / benda,Saya menjumpai sebuah objek di atas meja.,bagay / aytem,Nakita ko ang isang bagay sa mesa.
Ingrid,Repetitionstest,19th Nov,misstänka någon för något,Polisen misstänka mannen för stöld,to suspect someone of something / to accuse someone of / to be suspicious of,The police suspect the man of theft,sospechar a alguien de algo / dudar / desconfiar,La policía sospecha que el hombre robó,مشکوک بودن / متهم کردن,پلیس به مظنون بودن این مرد به دزدی مشکوک است,υποπτεύομαι κάποιον για κάτι / hysa misstankar om,Η αστυνομία υποψιάζεται τον άνδρα για κλοπή,підозрювати когось у чомусь / запідозрити / мати підозру,Поліція підозрює чоловіка у крадіжці.,подозревать кого-либо в чем-либо / иметь подозрение / сомневаться,Полиция подозревает мужчину в краже,किसी पर किसी चीज़ का संदेह करना।,पुलिस को आदमी पर चोरी का शक है,কারো উপর সন্দেহ করা (Karor upor shondeho kora) / সন্দেহ করা / অবিশ্বাস করা,পুলিশ চুরি করার সন্দেহে লোকটিকে ধরেছিল।,dyshoj dikë për diçka / parandjej,Policia dyshon se burri ka vjedhur,birini bir şeyden şüpheli bulmak / zan altında bırakmak,Polis adamı hırsızlıkla suçladı.,Syak seseorang untuk sesuatu / curiga / sangsi,Polis mengesyaki lelaki itu melakukan kecurian,Suspek / pagdududa / hinala,Inaresto ng pulisya ang lalaki dahil sa pagnanakaw.
Ingrid,Repetitionstest,19th Nov,misstänka (2b),Jag misstänker att han ljuger,to suspect / to mistrust / to doubt,I suspect that he is lying,sospechar; ana / befara,Sospecho que está mintiendo.,مشکوک بودن / مظنون بودن,من مشکوکم که او دروغ می گوید (Man mashkuk'am keh oo dorogh miguyad),υποψιάζομαι / θεωρώ πιθανό,Υποψιάζομαι ότι λέει ψέματα,підозрювати / distrust / have doubts about,Я підозрюю / що він бреше.,подозревать / suspect / imagine,Я подозреваю / что он лжет.,संदेह करना / शक करना,मुझे शक है कि वह झूठ बोल रहा है,সন্দেহ করা / অবিশ্বাস করা / অপরাধী মনে করা,আমার সন্দেহ হচ্ছে যে সে মিথ্যা বলছে।,dyshoj / hamendësoj,Dyshoj se ai po gënjen,şüphelenmek / kuşkulanmak,Yalan söylediğinden şüpheleniyorum,suspek / curiga / sangka,Saya syak dia berbohong.,paghinalaan / magduda,Pinaghihinalaan ko na nagsisinungaling siya.
Ingrid,Repetitionstest,19th Nov,ett rån,Ett rån skedde på banken igår.,a robbery / a hold-up / a mugging,A robbery occurred at the bank yesterday.,un robo / atraco / asalto,Un robo ocurrió en el banco ayer.,سرقت / دزدی,دیروز در بانک سرقت شد.,ληστεία,Μια ληστεία συνέβη στην τράπεζα χθες.,пограбування / розбій / напад,Вчора відбулося пограбування банку.,ограбление / разбой / грабёж,Вчера в банке произошло ограбление.,डकैती / लूटपाट,कल बैंक में डकैती हुई थी।,ডাকাতি / ছিনতাই / হামলা,গতকাল ব্যাংকটিতে ডাকাতি হয়েছিল।,grabitje / vjedhje,Një grabitje ndodhi në bankë dje.,soygun / gasp,Dün bankada bir soygun oldu.,rompakan / kecurian / perampasan,Satu rompakan berlaku di bank semalam.,pagnanakaw / hold-ap / panloloob,Isang pagnanakaw ang nangyari sa bangko kahapon.
Ingrid,Repetitionstest,19th Nov,hota (1),Han försökte hota mig,to threaten / to menace / to intimidate,He tried to threaten me,amenazar / intimidar / chantajear,Él trató de amenazarme,تهدید کردن / اخطار دادن,او سعی کرد مرا تهدید کند,απειλώ,Προσπάθησε να με απειλήσει (Prospáthise na me apeilís ei),погрожувати / залякувати / лякати,Він намагався мені погрожувати,угрожать / грозить,Он пытался мне угрожать,धमकी देना / डराना / आतंकित करना,उसने मुझे धमकी देने की कोशिश की।,হুমকি দেওয়া / ভয় দেখানো / আতঙ্কিত করা,তিনি আমাকে হুমকি দেওয়ার চেষ্টা করেছিলেন,kërcënoj / paralajmëroj,Ai u përpoq të më kërcënonte,tehdit etmek / gözdağı vermek,Beni tehdit etmeye çalıştı,mengancam ancaman / membahayakan,Dia cuba mengancam saya,pagbanta / pananakot,Sinubukan niya akong takutin
Ingrid,Repetitionstest,19th Nov,bryta (4) mot lagen,Att bryta mot lagen är straffbart.,to break the law / to violate the law / to transgress,Breaking the law is punishable.,Infringir la ley / quebrantar / violar,Incumplir la ley es punible.,نقض کردن قانون تخلف / جرم,نقض قانون مجازات دارد.,παραβιάζω το νόμο / παραβαίνω / αθετώ,Το να παραβιάζεις τον νόμο είναι αξιόποινο.,порушити закон / вчинити злочин,Порушення закону карається.,нарушать закон / преступать,Нарушение закона наказуемо.,कानून तोड़ना / उल्लंघन / अपराध,कानून तोड़ना दंडनीय है।,আইন ভঙ্গ করা / আইন অমান্য করা / আইন লঙ্ঘন করা,আইন ভাঙা শাস্তিযোগ্য অপরাধ।,thyej ligjin / shkel ligjin,Thyerja e ligjit është e dënueshme.,yasayı çiğnemek / kanunu ihlal etmek,Yasalara aykırı hareket etmek cezalandırılabilir.,melanggar undang-undang / memungkiri / melangkaui,Melanggar undang-undang adalah suatu kesalahan yang boleh dihukum.,lumabag sa batas / magkasala / magkamali,Ang paglabag sa batas ay mapaparusahan.
Ingrid,Repetitionstest,19th Nov,därefter = sedan,Därefter kommer natriumklorid,afterwards / thereafter / subsequently,After that comes sodium chloride,después = luego / más tarde,Luego viene el cloruro de sodio,سپس / بعداً,سپس سدیم کلرید می‌آید,μετά / έπειτα,Στη συνέχεια έρχεται το χλωριούχο νάτριο,потім / далі / згодом,Потім йде хлорид натрію,затем. / после / потом,Затем идет хлорид натрия,उसके बाद / तब,उसके बाद सोडियम क्लोराइड आता है,ঢাকা মোটর গাড়ি / thereafter / afterwards,এরপরে সোডিয়াম ক্লোরাইড আসে,pastaj / më pas,Më pas vjen kloruri i natriumit,sonra / ondan sonra,Daha sonra sodyum klorür gelir,kemudian / then / after that,Seterusnya ialah natrium klorida,pagkatapos / sunod,Pagkatapos / darating ang sodium chloride.
Ingrid,Repetitionstest,19th Nov,tvinga (1),Vi måste tvinga fram en lösning nu,to force / to compel / to oblige,We must force a solution now,forzar / obligar / coaccionar,Debemos forzar una solución ahora,مجبور کردن / وادار کردن,ما باید الان یک راه حل پیدا کنیم (Mā bāyad ālānan yek rāh-e ḥall peydā konim),αναγκάζω / force / compel,Πρέπει να επιβάλουμε μια λύση τώρα,примушувати / змушувати / зобов'язувати,Нам потрібно форсувати рішення зараз,заставлять / force / compel,Мы должны форсировать решение сейчас,मजबूर करना / बाध्य करना / ज़ोर देना,हमें अभी एक समाधान निकालना होगा,বাধ্য করা / force / compel,এখন আমাদের একটি সমাধান জোর করে বের করতে হবে।,detyroj / shtrëngoj,Ne duhet të detyrojmë një zgjidhje tani,zorlamak / mecbur etmek,Hemen bir çözüm bulmalıyız.,memaksa / paksa / dorong,Kita mesti memaksa penyelesaian sekarang,pilitin / puwersahin / obligahin,Kailangan nating pilitin na magkaroon ng solusyon ngayon.
Ingrid,Repetitionstest,19th Nov,gå vidare = fortsätta (4),Jag vill gå vidare nu,to continue / to proceed / to move on,I want to move on now,continuar / proseguir,Quiero seguir adelante ahora.,ادامه دادن / پیش رفتن,من می خواهم اکنون ادامه دهم,πάμε μπροστά / provaíno̱,Θέλω να προχωρήσω τώρα,продовжувати / рухатися далі / просуватися,Я хочу рухатися далі зараз,продолжать / следовать дальше,Я хочу двигаться дальше сейчас,जारी रखना / आगे बढ़ना,मैं अब आगे बढ़ना चाहता हूँ।,অব্যাহত রাখা / অগ্রসর হওয়া,আমি এখন এগিয়ে যেতে চাই।,vazhdo / ec përpara,Unë dua të shkoj më tej tani,devam etmek / ilerlemek,Artık devam etmek istiyorum.,teruskan / hålla på / hålla igång,Saya mahu teruskan sekarang,magpatuloy / magpatuloy / fare / hie,Gusto ko nang magpatuloy ngayon.
Ingrid,Repetitionstest,19th Nov,skapa (1),Vi kan skapa en bättre framtid.,to create / to make / to generate,We can create a better future.,crear / hacer / producir,Podemos crear un futuro mejor.,ساختن / خلق کردن,ما می توانیم آینده بهتری بسازیم.,δημιουργώ / create / produce,Μπορούμε να δημιουργήσουμε ένα καλύτερο μέλλον.,створювати / творити / робити,Ми можемо створити краще майбутнє.,создавать / творить,Мы можем создать лучшее будущее.,बनाना / उत्पन्न करना,हम एक बेहतर भविष्य बना सकते हैं।,সৃষ্টি করা / তৈরি করা,আমরা আরও ভালো ভবিষ্যত তৈরি করতে পারি।,krijoj (sajoj),Ne mund të krijojmë një të ardhme më të mirë.,yaratmak / oluşturmak,Daha iyi bir gelecek yaratabiliriz.,mencipta / membuat / menghasilkan,Kita boleh mencipta masa depan yang lebih baik.,gumawa / lumikha,Maaari tayong gumawa ng mas magandang kinabukasan.
Ingrid,Repetitionstest,19th Nov,grip! gripa / griper / grep / gripit (4),Polisen måste gripa tjuven nu.,to seize / to grab / to apprehend,The police must arrest the thief now.,agarrar / asir,La policía tiene que arrestar al ladrón ahora.,گرفتن / چنگ زدن,پلیس باید همین حالا دزد را دستگیر کند.,αρπάζω / γραπώνω,Η αστυνομία πρέπει να συλλάβει τον κλέφτη τώρα.,схоплювати / хватка / саквояж / understanding,Поліція повинна заарештувати злодія зараз.,схватить схватывать / сжать,Полиция должна арестовать вора сейчас.,पकड़ना / पकड़,पुलिस को चोर को अभी पकड़ना होगा।,আঁকড়ে ধরা / শক্ত করে ধরা,পুলিশকে অবশ্যই এখন চোরকে গ্রেপ্তার করতে হবে।,arrestoj / apprehend / seize,Policia duhet ta arrestojë hajdutin tani.,yakalamak / tutuklamak,Polis hırsızı hemen yakalamalı.,menggenggam grasp / seize,Pihak polis mesti menangkap pencuri itu sekarang.,hawakan / tatangnan / humawak,Kailangan nang hulihin ng pulis ang magnanakaw ngayon.
Ingrid,Repetitionstest,19th Nov,en vara / -varor,Denna vara är mycket populär,a commodity / a good / a product,This item is very popular,producto / artículo / mercancía,Este producto es muy popular,کالا / متاع,این کالا بسیار محبوب است,προϊόν / εμπόρευμα,Αυτό το προϊόν είναι πολύ δημοφιλές.,товар / виріб / продукція,Цей товар дуже популярний,товар / продукт,Этот товар очень популярен,वस्तु / सामान,यह सामान बहुत लोकप्रिय है,পণ্য / দ্রব্য / মাল (pôṇno / drôbyo / mal),এই পণ্যটি খুব জনপ্রিয়।,mall / artikull,Ky artikull është shumë popullor.,mal / ürün,Bu ürün çok popülerdir.,barangan / komoditi / barang-barang,Barang ini sangat popular,paninda / produkto,Ang produktong ito ay napakapopular.
Ingrid,Repetitionstest,19th Nov,lyckas (1) = klara något bra,Han måste lyckas med provet,to succeed / to manage / to achieve,He must succeed with the test,conseguir lograr / tener éxito,Tiene que aprobar el examen.,موفق شدن / کامياب شدن,او باید در امتحان موفق شود.,επιτυγχάνω / καταφέρνω,Πρέπει να πετύχει στις εξετάσεις.,успіх / вдаватися / пощастити,Він повинен скласти іспит.,преуспеть / удаться,Он должен сдать экзамен.,सफल होना / कामयाब होना,उसे परीक्षा में सफल होना चाहिए। (Use pariksha mein safal hona chahiye.),সফল হওয়া / পরিচালনা করা,তাকে পরীক্ষায় সফল হতেই হবে,sukses / ja dalë mbanë,Ai duhet të ketë sukses në provim.,başarmak / muvaffak olmak,Sınavda başarılı olmalı,berjaya / berhasil / cemerlang,Dia mesti berjaya dalam peperiksaan itu,magtagumpay / umasenso,Kailangan siyang magtagumpay sa pagsusulit.
Ingrid,Satsadverbial list,19th Nov,nämligen,Han är nämligen min bror,namely / that is / specifically,He is my brother / you see,a saber / es decir / o sea,Es mi hermano / por cierto.,یعنی / بدین معنی,او در واقع برادر من است,δηλαδή / συγκεκριμένα,Είναι ο αδερφός μου / ξέρετε.,а саме / тобто / а точніше,Адже він мій брат,а именно / то есть,Он мой брат / между прочим.,अर्थात् / यानी,वह वास्तव में मेरा भाई है (Vah vaastav mein mera bhai hai),অর্থাৎ / বিশেষভাবে / ঠিকভাবে,আসলে সে আমার ভাই,gjëja / domethënë,Ai është vëllai im / domethënë.,yani / demek ki,O benim kardeşimdir.,yakni / iaitu / sesungguhnya,Dia memang abang saya,sa katunayan / dahil,Siya nga pala ang kapatid ko.
Ingrid,Satsadverbial list,19th Nov,absolut,Det är absolut nödvändigt,absolutely / definitely,It is absolutely necessary,absolutamente / ciertamente / verdaderamente,Es absolutamente necesario,کاملا / مطلقا,این کاملاً ضروری است,απολύτως / απόλυτα,Είναι απολύτως απαραίτητο (Eínai apolýtos aparaítito),абсолютно / цілком / повністю,Це абсолютно необхідно,абсолютный / полный / конечно,Это абсолютно необходимо,पूर्ण / संपूर्ण,यह अत्यावश्यक है,সম্পূর্ণ; অনিয়ন্ত্রিত / সুনিশ্চিত,এটা একেবারে প্রয়োজনীয়,absolut / downright / infrangible,Është absolutisht e domosdoshme,kesin / sağlam,Kesinlikle gerekli.,mutlak / pastinya / absolut,Ia adalah sangat perlu,ganap / lubos,Ito ay lubos na kailangan
Ingrid,Satsadverbial list,19th Nov,redan,Jag har redan ätit middag,already / by now,I have already eaten dinner,ya / ahora / anteriormente,Yo ya he cenado,قبلاً / پیش از این,من شام را از قبل خورده‌ام,ήδη / ήδη / αμέσως,Έχω ήδη φάει βραδινό.,вже; досі / раніше,Я вже пообідав,уже / давно / до сих пор,Я уже поужинал,पहले से ही / पूर्व में / पहले,मैंने पहले ही रात का खाना खा लिया है।,ইতিমধ্যে / আগেই,আমি ইতোমধ্যে রাতের খাবার খেয়েছি,tashmë veç / gjithnjë,Unë kam ngrënë darkë tashmë.,zaten / çoktan / bile,Akşam yemeğini zaten yedim.,sudah / telah / lantas,Saya sudah makan malam.,na; previously / earlier,Kumain na ako ng hapunan.
Ingrid,Satsadverbial list,19th Nov,fortfarande,Är du fortfarande här,still / yet / continuing,Are you still here,todavía / aún / sin embargo,¿Sigues aquí?,هنوز / کماکان,آیا هنوز اینجا هستی؟ (Āyā hanūz īnjā hastī?),ακόμα / ακόμα / πάντοτε,Είσαι ακόμα εδώ;,все ще / ще / досі,Ти все ще тут?,всё ещё / по-прежнему,Ты все еще здесь?,अभी भी / अब भी। still / even now,क्या तुम अभी भी यहाँ हो?,এখনও / তবুও,তুমি কি এখনো এখানে?,ende / ende / akoma,A jeni ende këtu?,hala / hâlâ / yine de,Hala burada mısın?,masih / tetap / sentiasa,Adakah anda masih di sini,pa rin / parin / gayon pa man,Nandito ka pa ba?
Ingrid,Satsadverbial list,19th Nov,faktiskt,Det är faktiskt sant,actually / really / in fact,It is actually true,en realidad / realmente / de hecho,De hecho es verdad,در واقع / واقعاً,این در واقع درست است,πράγματι / όντως,Είναι όντως αλήθεια,дійсно / actually / really,Насправді / це правда,действительно / фактически,Это действительно правда,वास्तव में / असल में,यह वास्तव में सच है,আসলে / really / actually,এটা আসলে সত্যি,faktikisht / actually / really,Është në të vërtetë e vërtetë,Aslında / Gerçekten,Gerçekten doğru,sebenarnya / verkligen / egentligen,Ia sebenarnya benar,talaga / as a matter of fact,Totoo talaga iyan
Ingrid,Satsadverbial list,19th Nov,egentligen / i själva verket,Han var i själva verket mycket smartare än han verkade,actually / really / in fact,He was in fact much smarter than he looked,en realidad / de hecho / realmente,En realidad / era mucho más inteligente de lo que parecía.,در واقع / حقیقتاً,او در واقع خیلی باهوش‌تر از چیزی بود که به نظر می‌رسید.,στην πραγματικότητα / μάλιστα / in fact / actually,Στην πραγματικότητα / ήταν πολύ πιο έξυπνος απ' ό /τι φαινόταν.,дійсно / насправді,Насправді він був набагато розумніший / ніж здавалося,на самом деле / фактически / по сути дела,На самом деле / он был намного умнее / чем казался,वास्तव में / असल में,वास्तव में वह जितना दिखता था उससे कहीं अधिक चालाक था।,আসলে / প্রকৃতপক্ষে / বাস্তবিক / সত্যি,আসলে সে যতটা দেখাতো তার চেয়ে অনেক বেশি স্মার্ট ছিল,në të vërtetë / faktikisht,Ai ishte në të vërtetë shumë më i zgjuar nga sa dukej.,aslında / hakikaten / gerçekten,Aslında göründüğünden çok daha zekiydi.,sebenarnya / sebetulnya / hakikatnya,Dia sebenarnya jauh lebih pintar daripada yang dia nampak.,talaga / sa katunayan,Siya ay talagang mas matalino kaysa sa kanyang pinapakita.
Ingrid,Satsadverbial list,19th Nov,verkligen,Jag tycker verkligen om den här staden,really / truly / indeed,I really like this city,verdaderamente realmente / verdaderamente,Realmente me gusta esta ciudad,واقعا / حقیقتاً,من واقعاً این شهر را دوست دارم.,πραγματικά,Μου αρέσει πολύ αυτή η πόλη.,дійсно / справді / насправді,Мені дуже подобається це місто.,действительно / на самом деле / в самом деле,Мне очень нравится этот город.,सचमुच / वास्तव में / दरअसल,मुझे यह शहर सचमुच बहुत पसंद है।,সত্যি / বাস্তবিক,আমি সত্যিই এই শহরটাকে ভালোবাসি,me të vërtetë / vërtet / padyshim,Më pëlqen shumë ky qytet,gerçekten / hakikaten,Bu şehri gerçekten seviyorum,sungguh actually / truly,Saya benar-benar menyukai bandar ini,talaga / tunay,Gusto ko talaga ang bayang ito.
Ingrid,Satsadverbial list,19th Nov,förresten,Vad ska vi äta till middag förresten,by the way / incidentally,What are we having for dinner by the way,por cierto / a propósito / de paso,¿Qué vamos a cenar / por cierto?,به هر حال / راستی,راستی برای شام چی بخوریم؟,παρεμπιπτόντως / by the way / incidentally,Τι θα φάμε για βραδινό / παρεμπιπτόντως,до речі / by the way / incidentally,Що ми будемо їсти на вечерю / до речі?,кстати / между прочим,Что мы будем есть на ужин / кстати,वैसे / incidentally / by the way,वैसे / हम रात के खाने में क्या खाएंगे?,যাইহোক / Incidentally / by the way,যাইহোক / ডিনারে আমরা কী খাব?,meqë ra fjala / sidoqoftë,Çfarë do të hamë për darkë / meqë ra fjala,bu arada / yeri gelmişken,Bu arada akşam yemeğinde ne yiyeceğiz?,ngomong-ngomong / sambil lalu,Apa yang patut kita makan untuk makan malam / omong-omong?,nga pala / tsaka,Ano ang kakainin natin para sa hapunan / nga pala?
Ingrid,Satsadverbial list,19th Nov,väl,Jag känner dig väl,perhaps / probably (often used to express assumption or expectation),I know you well,bien / seguramente / ya,Te conozco bien,خوب / به خوبی,من تو را خوب می شناسم,καλά / σίγουρα / μάλλον,Σε ξέρω καλά,добре / гаразд / чудово,Я тебе добре знаю,хорошо / ладно / же,Я хорошо тебя знаю.,ज़रूर / ठीक / अच्छी तरह,मैं आपको अच्छी तरह जानता हूं।,ভাল / ভালো,আমি তোমাকে ভালোভাবে জানি।,mirë / gërshetë / pus,Të njoh mirë,iyi / peki,Seni iyi tanıyorum,baik / gott / bra,Saya kenal awak dengan baik,mabuti / ayos / tama,Kilala kita ng mabuti
Ingrid,Satsadverbial list,19th Nov,alltid,Han är alltid glad och positiv,always / constantly / perpetually,He is always happy and positive,siempre / eternamente / constantemente,Él siempre es feliz y positivo,همیشه / پیوسته,او همیشه شاد و مثبت است,πάντα / διαρκώς,Είναι πάντα χαρούμενος και θετικός.,завжди / always / continuously,Він завжди веселий та позитивний,всегда / постоянно,Он всегда веселый и позитивный,हमेशा / सदैव,वह हमेशा खुश और सकारात्मक रहता है।,সর্বদা / সব সময় / নিরন্তর,তিনি সবসময় খুশি এবং ইতিবাচক।,gjithnjë / gjithmonë,Ai është gjithmonë i gëzuar dhe pozitiv,her zaman / daima,O her zaman mutlu ve pozitiftir,selalu / senantiasa / acap kali,Dia sentiasa gembira dan positif,lagi / palagi,Siya ay laging masaya at positibo
Ingrid,Satsadverbial list,19th Nov,jämt,Vi åker jämt till samma ställe,always / constantly,We always go to the same place,siempre / constantemente / invariablemente,Siempre vamos al mismo lugar.,همیشه / پیوسته,ما همیشه به یک مکان می‌رویم.,συνέχεια / πάντα,Πηγαίνουμε πάντα στο ίδιο μέρος,завжди / постійно / увесь час,Ми завжди їдемо в те саме місце,всегда / постоянно,Мы всегда ездим в одно и то же место,हमेशा / निरंतर,हम हमेशा उसी जगह जाते हैं।,সর্বদা / সব সময় / নিরন্তর,আমরা সবসময় একই জায়গায় যাই।,,Ne shkojmë gjithmonë në të njëjtin vend.,Her zaman / Sürekli,Aynı yere hep gidiyoruz.,sentiasa / selalu / acapkali,Kami selalu pergi ke tempat yang sama.,palagi / laging / lagi,Lagi kaming pumupunta sa parehong lugar.
